element,ion,band,wavelength_air_A,ew_mA,rew,a_1dlte,in_aggregate_1dlte,excluded_reason_1dlte,elo_eV,eup_eV,loggf,n_vald_candidates,network,domain_reason,feature_ok,delta_E_ok,level_ok,stellar_ok,in_domain,delta_E_eV,aberr,aberr_axis_line,aberr_if_extrapolated,a_3dnlte
Fe,I,VIS,4326.753,,,7.627,True,nan,2.9488,5.8135,-1.81,1,gt02,"transition energy Eup-Elo 2.8647 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.8647000000000005,,,0.05480164931527741,
Fe,I,VIS,4344.499,,,7.567,True,nan,3.6025,6.4555,-1.15,1,gt02,"transition energy Eup-Elo 2.8530 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.8529999999999998,,,0.10999521092988493,
Fe,I,VIS,4351.544,,,7.242,True,nan,2.9904,5.8388,-1.64,1,gt02,"transition energy Eup-Elo 2.8484 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.8484,,,0.06494265199610708,
Fe,I,VIS,4358.499,,,8.351,True,nan,2.9488,5.7926,-1.57,1,gt02,"transition energy Eup-Elo 2.8438 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.8438000000000003,,,0.07234753944625516,
Fe,I,VIS,4369.736,,,8.615,True,nan,3.9433,6.7799,-1.81,1,gt02,"transition energy Eup-Elo 2.8366 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.8366,,,0.07607114284597351,
Fe,I,VIS,4372.982,,,7.61,True,nan,3.0173,5.8517,-2.4,1,gt02,"transition energy Eup-Elo 2.8344 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.8344,,,0.04630528418334823,
Fe,I,VIS,4373.561,,,8.239,True,nan,3.0176,5.8517,-1.84,1,gt02,"transition energy Eup-Elo 2.8341 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.8341000000000003,,,0.04518778166793014,
Fe,I,VIS,4401.29,,,7.916,True,nan,3.6025,6.4187,-0.99,1,gt02,"transition energy Eup-Elo 2.8162 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.8162000000000003,,,0.10412023730992731,
Fe,I,VIS,4408.413,,,8.258,True,nan,2.1979,5.0095,-1.74,1,gt02,"transition energy Eup-Elo 2.8116 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.8116,,,0.04772330244492788,
Fe,I,VIS,4423.841,,,7.374,True,nan,3.6537,6.4555,-1.61,1,gt02,"transition energy Eup-Elo 2.8018 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.8017999999999996,,,0.07069992774395811,
Fe,I,VIS,4432.568,,,7.849,True,nan,3.5732,6.3696,-1.58,1,gt02,"transition energy Eup-Elo 2.7964 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.7964,,,0.060630372787719336,
Fe,I,VIS,4447.717,,,7.587,True,nan,2.2227,5.0095,-1.36,1,gt02,"transition energy Eup-Elo 2.7868 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.7868,,,0.0763421334359092,
Fe,I,VIS,4459.117,,,7.669,True,nan,2.1759,4.9556,-1.29,1,gt02,"transition energy Eup-Elo 2.7797 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction; upper level 4.9556 eV is not within 0.02 eV of any level in the training set",True,False,False,True,False,2.7796999999999996,,,0.08175703621983856,
Fe,I,VIS,4461.968,,,7.713,True,nan,3.6025,6.3804,-1.22,2,gt02,"transition energy Eup-Elo 2.7779 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.7779,,,0.0931695982260276,
Fe,I,VIS,4476.075,,,7.553,True,nan,3.6864,6.4555,-0.34,1,gt02,"transition energy Eup-Elo 2.7691 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.7691,,,0.10567256302035885,
Fe,I,VIS,4480.137,,,7.75,True,nan,3.0469,5.8135,-1.93,1,gt02,"transition energy Eup-Elo 2.7666 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction; lower level 3.0469 eV is not within 0.02 eV of any level in the training set",True,False,False,True,False,2.7666000000000004,,,0.03593157599679252,
Fe,I,VIS,4481.609,,,7.638,True,nan,3.6864,6.4521,-1.5,1,gt02,"transition energy Eup-Elo 2.7657 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.7657,,,0.06850132317452977,
Fe,I,VIS,4482.739,,,7.895,True,nan,3.6537,6.4187,-1.44,1,gt02,"transition energy Eup-Elo 2.7650 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.765,,,0.07111017720630919,
Fe,I,VIS,4484.22,,,7.609,True,nan,3.6025,6.3666,-0.64,1,gt02,"transition energy Eup-Elo 2.7641 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.7641,,,0.09061856855684211,
Fe,I,VIS,4488.906,,,7.696,True,nan,3.6537,6.4149,-1.72,1,gt02,"transition energy Eup-Elo 2.7612 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.7612,,,0.05961691088720085,
Fe,I,VIS,4494.563,,,7.745,True,nan,2.1979,4.9556,-1.14,1,gt02,"transition energy Eup-Elo 2.7577 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction; upper level 4.9556 eV is not within 0.02 eV of any level in the training set",True,False,False,True,False,2.7576999999999994,,,0.08759145216475966,
Fe,I,VIS,4495.391,,,7.278,True,nan,2.8852,5.6424,-3.39,1,gt02,"transition energy Eup-Elo 2.7572 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.7572,,,0.04387223145340366,
Fe,I,VIS,4495.953,,,7.294,True,nan,3.6537,6.4106,-1.7,1,gt02,"transition energy Eup-Elo 2.7569 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.7568999999999995,,,0.05912839052448815,
Fe,I,VIS,4514.184,,,7.905,True,nan,3.0469,5.7926,-1.96,1,gt02,"transition energy Eup-Elo 2.7457 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction; lower level 3.0469 eV is not within 0.02 eV of any level in the training set",True,False,False,True,False,2.7457000000000003,,,0.033467710469772996,
Fe,I,VIS,4528.757,,,7.53,True,nan,3.3014,6.0383,-2.02,1,gt02,"transition energy Eup-Elo 2.7369 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.7368999999999994,,,0.04576141435870498,
Fe,I,VIS,4531.636,,,7.698,True,nan,3.6343,6.3696,-1.95,1,gt02,"transition energy Eup-Elo 2.7353 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.7353,,,0.062132452545282726,
Fe,I,VIS,4547.847,,,7.848,True,nan,3.5465,6.272,-0.82,1,gt02,"transition energy Eup-Elo 2.7255 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction; upper level 6.2720 eV is not within 0.02 eV of any level in the training set",True,False,False,True,False,2.7255000000000003,,,0.08011212775166193,
Fe,I,VIS,4554.451,,,7.36,True,nan,2.8654,5.5869,-2.81,1,gt02,"transition energy Eup-Elo 2.7215 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.7215,,,0.023064505312915665,
Fe,I,VIS,4565.662,,,7.45,True,nan,3.241,5.9558,-2.17,1,gt02,"transition energy Eup-Elo 2.7148 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.7148,,,0.04999932316995673,
Fe,I,VIS,4574.216,,,7.722,True,nan,3.2112,5.9209,-2.35,1,gt02,"transition energy Eup-Elo 2.7097 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.7096999999999998,,,0.046280197168192094,
Fe,I,VIS,4581.508,,,8.655,True,nan,3.241,5.9464,-1.83,1,gt02,"transition energy Eup-Elo 2.7054 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.7053999999999996,,,0.033035690051764016,
Fe,I,VIS,4595.358,,,7.578,True,nan,3.3014,5.9987,-1.73,1,gt02,"transition energy Eup-Elo 2.6973 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.6973000000000003,,,0.037353553331254355,
Fe,I,VIS,4607.646,,,7.759,True,nan,3.2657,5.9558,-1.33,2,gt02,"transition energy Eup-Elo 2.6901 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.6901,,,0.0539285275521125,
Fe,I,VIS,4611.184,,,7.313,True,nan,2.8512,5.5392,-2.62,1,gt02,"transition energy Eup-Elo 2.6880 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.688,,,0.02417532478791394,
Fe,I,VIS,4619.288,,,7.666,True,nan,3.6025,6.2858,-1.06,1,gt02,"transition energy Eup-Elo 2.6833 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction; upper level 6.2858 eV is not within 0.02 eV of any level in the training set",True,False,False,True,False,2.6833,,,0.07875497019863695,
Fe,I,VIS,4625.045,,,7.826,True,nan,3.241,5.9209,-1.27,1,gt02,"transition energy Eup-Elo 2.6799 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.6798999999999995,,,0.055747581237470534,
Fe,I,VIS,4630.12,,,7.986,True,nan,2.2786,4.9556,-2.58,1,gt02,"transition energy Eup-Elo 2.6770 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction; upper level 4.9556 eV is not within 0.02 eV of any level in the training set",True,False,False,True,False,2.6769999999999996,,,0.006272200829634186,
Fe,I,VIS,4637.503,,,7.72,True,nan,3.283,5.9558,-1.29,1,gt02,"transition energy Eup-Elo 2.6728 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.6728,,,0.052546518127023656,
Fe,I,VIS,4654.605,,,7.668,True,nan,3.6025,6.2655,-1.14,1,gt02,"transition energy Eup-Elo 2.6630 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction; upper level 6.2655 eV is not within 0.02 eV of any level in the training set",True,False,False,True,False,2.6630000000000003,,,0.07204497120982661,
Fe,I,VIS,4654.631,,,7.696,True,nan,3.2112,5.8741,-1.34,1,gt02,"transition energy Eup-Elo 2.6629 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.6629000000000005,,,0.05722344070879366,
Fe,I,VIS,4667.453,,,7.955,True,nan,3.6025,6.2581,-0.71,2,gt02,"transition energy Eup-Elo 2.6556 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction; upper level 6.2581 eV is not within 0.02 eV of any level in the training set",True,False,False,True,False,2.6555999999999997,,,0.06641871308935879,
Fe,I,VIS,4668.134,,,7.663,True,nan,3.2657,5.9209,-1.08,2,gt02,"transition energy Eup-Elo 2.6552 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.6552,,,0.0561045505978706,
Fe,I,VIS,4669.171,,,7.818,True,nan,3.6537,6.3083,-1.25,1,gt02,"transition energy Eup-Elo 2.6546 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction; upper level 6.3083 eV is not within 0.02 eV of any level in the training set",True,False,False,True,False,2.6546,,,0.07154494337159237,
Fe,I,VIS,4678.846,,,7.807,True,nan,3.6025,6.2517,-0.68,1,gt02,"transition energy Eup-Elo 2.6492 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction; upper level 6.2517 eV is not within 0.02 eV of any level in the training set",True,False,False,True,False,2.6491999999999996,,,0.06491388708200613,
Fe,I,VIS,4704.948,,,7.701,True,nan,3.6864,6.3208,-1.32,1,gt02,"transition energy Eup-Elo 2.6344 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.6344000000000003,,,0.06050665702244708,
Fe,I,VIS,4707.274,,,7.874,True,nan,3.241,5.8741,-0.96,1,gt02,"transition energy Eup-Elo 2.6331 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.6331,,,0.06154183583248278,
Fe,I,VIS,4708.968,,,7.789,True,nan,3.6398,6.272,-2.07,1,gt02,"transition energy Eup-Elo 2.6322 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction; upper level 6.2720 eV is not within 0.02 eV of any level in the training set",True,False,False,True,False,2.6322,,,0.04721589035811116,
Fe,I,VIS,4709.088,,,7.796,True,nan,3.6537,6.2858,-1.32,1,gt02,"transition energy Eup-Elo 2.6321 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction; upper level 6.2858 eV is not within 0.02 eV of any level in the training set",True,False,False,True,False,2.6321,,,0.06000694040236154,
Fe,I,VIS,4720.962,,,7.575,True,nan,4.1544,6.7799,-1.86,1,gt02,"transition energy Eup-Elo 2.6255 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.6254999999999997,,,0.05481806858306419,
Fe,I,VIS,4726.137,,,7.533,True,nan,2.998,5.6207,-2.89,1,gt02,"transition energy Eup-Elo 2.6227 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.6227,,,0.022445736787939957,
Fe,I,VIS,4727.395,,,7.918,True,nan,3.6864,6.3083,-1.06,1,gt02,"transition energy Eup-Elo 2.6219 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction; upper level 6.3083 eV is not within 0.02 eV of any level in the training set",True,False,False,True,False,2.6219,,,0.07191423078785968,
Fe,I,VIS,4736.773,,,7.981,True,nan,3.2112,5.8279,-0.67,1,gt02,"transition energy Eup-Elo 2.6167 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.6167,,,0.08010586445027551,
Fe,I,VIS,4741.069,,,7.711,True,nan,3.332,5.9464,-2.4,1,gt02,"transition energy Eup-Elo 2.6144 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.6144,,,0.04000065851682397,
Fe,I,VIS,4745.8,,,7.579,True,nan,3.6537,6.2655,-1.25,1,gt02,"transition energy Eup-Elo 2.6118 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction; upper level 6.2655 eV is not within 0.02 eV of any level in the training set",True,False,False,True,False,2.6118,,,0.06435762564211864,
Fe,I,VIS,4768.32,,,7.778,True,nan,3.6864,6.2858,-1.41,1,gt02,"transition energy Eup-Elo 2.5994 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction; upper level 6.2858 eV is not within 0.02 eV of any level in the training set",True,False,False,True,False,2.5994,,,0.04381986910271707,
Fe,I,VIS,4768.396,,,7.799,True,nan,2.9398,5.5392,-2.27,1,gt02,"transition energy Eup-Elo 2.5994 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.5994,,,0.02880595938860181,
Fe,I,VIS,4787.827,,,7.601,True,nan,2.998,5.5869,-2.62,1,gt02,,True,True,True,True,True,2.5888999999999998,0.023322992478934587,,0.023322992478934587,7.624322992478935
Fe,I,VIS,4807.708,,,7.607,True,nan,3.3683,5.9464,-2.15,1,gt02,,True,True,True,True,True,2.5780999999999996,0.04322114289834528,,0.04322114289834528,7.650221142898346
Fe,I,VIS,4843.143,,,7.345,True,nan,3.3965,5.9558,-1.65,1,gt02,,True,True,True,True,True,2.5593,0.02957137138547633,0.027030995781862327,0.02957137138547633,7.374571371385476
Fe,I,VIS,4855.673,,,7.445,True,nan,3.3683,5.9209,-1.63,1,gt02,,True,True,True,True,True,2.5525999999999995,0.03204168746391006,0.030870243475062994,0.03204168746391006,7.4770416874639105
Fe,I,VIS,4860.978,,,7.816,True,nan,3.3965,5.9464,-2.33,1,gt02,,True,True,True,True,True,2.5498999999999996,0.039464646521959315,,0.039464646521959315,7.855464646521959
Fe,I,VIS,4871.318,,,7.348,True,nan,2.8654,5.4099,-0.34,1,gt02,upper level 5.4099 eV is not within 0.02 eV of any level in the training set,True,True,False,True,False,2.5445,,,0.08911172140850754,
Fe,I,VIS,4875.877,,,7.536,True,nan,3.332,5.8741,-1.9,1,gt02,,True,True,True,True,True,2.5421000000000005,0.03175921459079831,,0.03175921459079831,7.567759214590798
Fe,I,VIS,4882.143,,,7.51,True,nan,3.417,5.9558,-1.48,1,gt02,,True,True,True,True,True,2.5388,0.03315817685213271,,0.03315817685213271,7.543158176852132
Fe,I,VIS,4885.43,,,7.581,True,nan,3.8816,6.4187,-0.97,1,gt02,,True,True,True,True,True,2.5371,0.05576168621249142,,0.05576168621249142,7.636761686212492
Fe,I,VIS,4889.102,,,7.813,True,nan,3.8835,6.4187,-1.19,1,gt02,,True,True,True,True,True,2.5352,0.05324724820898112,,0.05324724820898112,7.866247248208981
Fe,I,VIS,4890.755,,,7.258,True,nan,2.8755,5.4099,-0.38,1,gt02,upper level 5.4099 eV is not within 0.02 eV of any level in the training set,True,True,False,True,False,2.5344,,,0.08876125522134018,
Fe,I,VIS,4896.439,,,7.566,True,nan,3.8835,6.4149,-1.89,1,gt02,,True,True,True,True,True,2.5314,0.05212397935715532,,0.05212397935715532,7.618123979357155
Fe,I,VIS,4903.31,,,7.419,True,nan,2.882,5.4099,-0.89,1,gt02,upper level 5.4099 eV is not within 0.02 eV of any level in the training set,True,True,False,True,False,2.5279000000000003,,,0.06865700337878264,
