wave,symptom,fault_domain,mechanism,discriminator,fix
3932.161,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.474 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3932.635 (depth 0.889) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3932.8352,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.491 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 3933.326 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
3935.114,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.598 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3934.516 (depth 0.873) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3935.4864,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.336 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3935.822 (depth 0.889) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3935.9752,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.153 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3935.822 (depth 0.889) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3936.335,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.513 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3935.822 (depth 0.889) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3936.6368,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.598 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 3936.039 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
3936.7792,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.558 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3937.337 (depth 0.861) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3936.9234,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.413 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3937.337 (depth 0.861) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3938.0776,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.331 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 3938.409 IS in our catalogue (2 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
3938.3714,REW -3.695 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
3939.5266,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.515 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 3940.041 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
3940.0366,REW -3.802 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
3940.3722,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.516 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3940.888 (depth 0.900) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3940.662,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.226 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3940.888 (depth 0.900) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3942.8681,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.424 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3942.444 (depth 0.874) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3943.1762,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.171 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3943.347 (depth 0.821) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3943.4752,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.539 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3944.015 (depth 0.960) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3944.1314,REW -3.706 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
3944.4422,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.428 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3944.015 (depth 0.960) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3945.2928,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.170 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3945.123 (depth 0.836) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3945.8436,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.512 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 3945.332 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
3948.0049,REW -3.862 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
3948.2767,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.504 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3948.781 (depth 0.882) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3948.4814,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.300 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3948.781 (depth 0.882) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3949.228,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.447 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3948.781 (depth 0.882) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3949.5994,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.363 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3949.962 (depth 0.904) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3949.8003,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.162 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3949.962 (depth 0.904) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3950.1382,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.176 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3949.962 (depth 0.904) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3950.2603,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.298 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3949.962 (depth 0.904) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3950.4635,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.502 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3949.962 (depth 0.904) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3950.7726,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.399 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3951.171 (depth 0.882) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3951.6804,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.509 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3951.171 (depth 0.882) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3953.4959,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.337 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 3953.159 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
3954.0395,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.178 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3953.862 (depth 0.738) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3954.09,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.228 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3953.862 (depth 0.738) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3954.7119,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.600 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 3955.312 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
3955.1447,FIT-PINNED: fitted sigma 0.0034 A sits on the instrumental floor 0.0034 A. No observed fea,UNKNOWN,,,
3955.2792,FIT-PINNED: fitted sigma 0.0034 A sits on the instrumental floor 0.0034 A. No observed fea,UNKNOWN,,,
3955.4398,FIT-PINNED: fitted sigma 0.0034 A sits on the instrumental floor 0.0034 A. No observed fea,UNKNOWN,,,
3955.6076,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.263 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3955.344 (depth 0.844) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3955.7621,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.580 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3956.342 (depth 0.871) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3956.1611,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.522 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3956.683 (depth 0.913) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3956.878,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.195 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3956.683 (depth 0.913) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3957.3163,FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth -0.,ATOMIC-DATA,"log gf far too strong, or the transition is assigned to the wrong species",nothing within 0.6 A has a depth resembling the predicted 0.225; observed at the position is 0.224,"re-adjudicate log gf against a NIST-graded source; if it survives, the species assignment is suspect"
3957.639,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.574 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3958.213 (depth 0.881) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3959.1834,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.447 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3958.737 (depth 0.560) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3959.2855,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.549 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3958.737 (depth 0.560) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3961.903,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.372 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3961.531 (depth 0.966) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3962.6439,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.464 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3963.108 (depth 0.868) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3962.732,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.376 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3963.108 (depth 0.868) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3962.8477,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.260 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3963.108 (depth 0.868) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3963.4297,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.322 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3963.108 (depth 0.868) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3965.2631,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.252 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3965.515 (depth 0.814) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3965.5827,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.486 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3966.068 (depth 0.910) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3965.7194,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.349 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3966.068 (depth 0.910) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3967.5051,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.599 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 3968.104 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
3968.1097,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.374 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3968.484 (depth 0.936) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3969.0804,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.188 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3969.268 (depth 0.956) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3970.4502,FEATURE-VERIFICATION: GF-GHOST: observed depth 0.360 vs predicted 0.084 (x4.3) at the corr,ATOMIC-DATA,"log gf too weak, or an uncatalogued blend adds depth at this position","0.788 observed vs 0.084 predicted — the line is present and correctly placed, so this is not a positional error. Deeper than predicted has TWO explanations and this test does not separate them; a synthesis fit would","re-adjudicate log gf against NIST; if it holds, look for an uncatalogued blend by fitting the profile"
3970.5584,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.163 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3970.395 (depth 0.863) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3970.6472,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.252 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3970.395 (depth 0.863) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3970.989,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.341 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3971.330 (depth 0.890) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3971.0398,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.291 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3971.330 (depth 0.890) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3971.2433,REW -3.671 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
3971.8193,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.489 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3971.330 (depth 0.890) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3972.6939,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.522 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3972.172 (depth 0.840) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3972.7787,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.598 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3972.181 (depth 0.830) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3972.9115,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.467 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3972.444 (depth 0.725) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3973.8566,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.293 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 3973.564 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
3975.5067,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.336 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 3975.843 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
3976.0931,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.537 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3976.630 (depth 0.863) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3976.8608,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.231 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3976.630 (depth 0.863) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3976.986,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.356 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3976.630 (depth 0.863) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3979.704,FIT-PINNED: fitted sigma 0.0034 A sits on the instrumental floor 0.0034 A. No observed fea,UNKNOWN,,,
3980.6269,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.475 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3981.102 (depth 0.550) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3981.5295,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.244 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3981.773 (depth 0.894) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3982.6241,REW -4.028 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
3983.5373,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.425 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3983.962 (depth 0.890) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3983.8532,FIT-PINNED: fitted sigma 0.0034 A sits on the instrumental floor 0.0034 A. No observed fea,UNKNOWN,,,
3984.4492,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.487 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 3983.962 (depth 0.890) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
3984.789,FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.0,ATOMIC-DATA,"log gf far too strong, or the transition is assigned to the wrong species",nothing within 0.6 A has a depth resembling the predicted 0.145; observed at the position is 0.122,"re-adjudicate log gf against a NIST-graded source; if it survives, the species assignment is suspect"
