element,ion,wavelength_air_A,instrument,ew_mA,ew_method,abundance,rew,treatment,in_aggregate,excluded_reason
Fe,I,9625.6509,kpno_solar_atlas,505.7579347817174,"PROFILE-FIT (voigt), model integrated; chi2_red=0.04167; sigma_fit=0.4000 A (init 0.0552, floor 0.0082); ew_err=461.47 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0960",,-4.279487401679262,,False,"FEATURE-VERIFICATION: GF-GHOST: observed depth 0.535 vs predicted 0.109 (x4.9) at the correct position — the spectrum and the line parameters disagree; gf or identification is suspect, not the measurement"
Fe,I,9626.4962,kpno_solar_atlas,542.0168901874409,"PROFILE-FIT (voigt), model integrated; chi2_red=0.001132; sigma_fit=0.0443 A (init 0.0552, floor 0.0082); ew_err=123.00 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0960",,-4.249455423609624,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.179 A from the catalogued position (depth 0.999 vs 0.691 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,9626.8234,kpno_solar_atlas,425.15411241790537,"PROFILE-FIT (gaussian), model integrated; chi2_red=0.05395; sigma_fit=0.2803 A (init 0.0552, floor 0.0082); ew_err=185.70 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0960",,-4.354936620676336,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.506 A from the catalogued position (depth 0.999 vs 0.215 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,9634.1831,kpno_solar_atlas,105.16697267233816,"PROFILE-FIT (voigt), model integrated; chi2_red=0.002817; sigma_fit=0.0082 A (init 0.0552, floor 0.0082); ew_err=24.96 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0960",,-4.961935523394941,,False,"FIT-PINNED: fitted sigma 0.0082 A sits on the instrumental floor 0.0082 A. No observed feature can be narrower than the instrument profile, so the optimiser hit a bound rather than a minimum and the integrated EW is not trustworthy."
Fe,I,9639.3284,kpno_solar_atlas,47.91604089488658,"PROFILE-FIT (voigt), model integrated; chi2_red=0.0002976; sigma_fit=0.4000 A (init 0.0553, floor 0.0082); ew_err=335.86 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0960,lm0964",,-5.303565849499959,,False,"FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.003, predicted 0.119) — the line is absent from the spectrum or misplaced in the list"
Fe,I,9653.1147,kpno_solar_atlas,294.24358210263523,"PROFILE-FIT (voigt), model integrated; chi2_red=0.01132; sigma_fit=0.0082 A (init 0.0553, floor 0.0082); ew_err=37.32 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0964",,-4.515960467584326,,False,"FIT-PINNED: fitted sigma 0.0082 A sits on the instrumental floor 0.0082 A. No observed feature can be narrower than the instrument profile, so the optimiser hit a bound rather than a minimum and the integrated EW is not trustworthy."
Fe,I,9657.2326,kpno_solar_atlas,268.26022632283906,"PROFILE-FIT (voigt), model integrated; chi2_red=0.0001361; sigma_fit=0.0317 A (init 0.0554, floor 0.0082); ew_err=27.75 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0964",,-4.556296405110936,,False,REW -4.556 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.
Fe,I,9659.0754,kpno_solar_atlas,172.3531114986716,"PROFILE-FIT (voigt), model integrated; chi2_red=0.01793; sigma_fit=0.4000 A (init 0.0554, floor 0.0082); ew_err=272.38 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0964",,-4.748516428086855,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.589 A from the catalogued position (depth 0.609 vs 0.163 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,9693.8399,kpno_solar_atlas,61.33195997919551,"PROFILE-FIT (voigt), model integrated; chi2_red=0.0001418; sigma_fit=0.0659 A (init 0.0556, floor 0.0082); ew_err=40.05 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0968",,-5.198808999179547,,True,
Fe,I,9699.7719,kpno_solar_atlas,163.98890456140768,"PROFILE-FIT (voigt), model integrated; chi2_red=0.007623; sigma_fit=0.0082 A (init 0.0556, floor 0.0082); ew_err=28.20 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0968",,-4.7719470566986315,,False,"FIT-PINNED: fitted sigma 0.0082 A sits on the instrumental floor 0.0082 A. No observed feature can be narrower than the instrument profile, so the optimiser hit a bound rather than a minimum and the integrated EW is not trustworthy."
Fe,I,9723.132,kpno_solar_atlas,317.16212814281084,"PROFILE-FIT (voigt), model integrated; chi2_red=0.0007678; sigma_fit=0.0083 A (init 0.0558, floor 0.0083); ew_err=8.39 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0972",,-4.486524858433942,,False,"FIT-PINNED: fitted sigma 0.0083 A sits on the instrumental floor 0.0083 A. No observed feature can be narrower than the instrument profile, so the optimiser hit a bound rather than a minimum and the integrated EW is not trustworthy."
Fe,I,9738.5725,kpno_solar_atlas,202.16955457151528,"PROFILE-FIT (voigt), model integrated; chi2_red=0.001532; sigma_fit=0.0133 A (init 0.0558, floor 0.0083); ew_err=37.22 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0972",,-4.682779547528362,,False,REW -4.683 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.
Fe,I,9738.8998,kpno_solar_atlas,188.37239262860393,"PROFILE-FIT (voigt), model integrated; chi2_red=0.003773; sigma_fit=0.0083 A (init 0.0558, floor 0.0083); ew_err=40.18 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0972",,-4.713492643515779,,False,"FIT-PINNED: fitted sigma 0.0083 A sits on the instrumental floor 0.0083 A. No observed feature can be narrower than the instrument profile, so the optimiser hit a bound rather than a minimum and the integrated EW is not trustworthy."
Fe,I,9747.3175,kpno_solar_atlas,62.40092652803609,"PROFILE-FIT (voigt), model integrated; chi2_red=0.001123; sigma_fit=0.4000 A (init 0.0559, floor 0.0083); ew_err=29.36 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0972",,-5.193694074468788,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.461 A from the catalogued position (depth 0.141 vs 0.067 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,9753.0906,kpno_solar_atlas,174.38582165726706,"PROFILE-FIT (voigt), model integrated; chi2_red=0.01011; sigma_fit=0.4000 A (init 0.0559, floor 0.0083); ew_err=383.39 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0972",,-4.747631086594295,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.596 A from the catalogued position (depth 0.552 vs 0.306 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,9763.3796,kpno_solar_atlas,429.2802574446253,"PROFILE-FIT (voigt), model integrated; chi2_red=0.03683; sigma_fit=0.1875 A (init 0.0560, floor 0.0083); ew_err=198.46 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0976",,-4.356859259220217,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.594 A from the catalogued position (depth 0.900 vs 0.459 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,9763.8954,kpno_solar_atlas,234.3951545044925,"PROFILE-FIT (voigt), model integrated; chi2_red=0.01834; sigma_fit=0.4000 A (init 0.0560, floor 0.0083); ew_err=449.89 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0976",,-4.619674488643303,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.554 A from the catalogued position (depth 0.589 vs 0.303 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,9768.3125,kpno_solar_atlas,119.96444542099508,"PROFILE-FIT (voigt), model integrated; chi2_red=0.001548; sigma_fit=0.0083 A (init 0.0560, floor 0.0083); ew_err=5.74 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0976",,-4.91076699408998,,False,"FIT-PINNED: fitted sigma 0.0083 A sits on the instrumental floor 0.0083 A. No observed feature can be narrower than the instrument profile, so the optimiser hit a bound rather than a minimum and the integrated EW is not trustworthy."
Fe,I,9783.9928,kpno_solar_atlas,83.90556186728232,"PROFILE-FIT (voigt), model integrated; chi2_red=0.001823; sigma_fit=0.4000 A (init 0.0561, floor 0.0083); ew_err=63.87 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0976",,-5.066725374471706,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.400 A from the catalogued position (depth 0.162 vs 0.160 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,9786.6411,kpno_solar_atlas,160.58260925585265,"PROFILE-FIT (voigt), model integrated; chi2_red=0.02489; sigma_fit=0.3283 A (init 0.0561, floor 0.0083); ew_err=53.14 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0976",,-4.784935151622892,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.479 A from the catalogued position (depth 0.717 vs 0.125 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,9800.3075,kpno_solar_atlas,95.6847486398264,"PROFILE-FIT (voigt), model integrated; chi2_red=0.002889; sigma_fit=0.0083 A (init 0.0562, floor 0.0083); ew_err=54.83 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0976,lm0980",,-5.010396982243318,,False,"FIT-PINNED: fitted sigma 0.0083 A sits on the instrumental floor 0.0083 A. No observed feature can be narrower than the instrument profile, so the optimiser hit a bound rather than a minimum and the integrated EW is not trustworthy."
Fe,I,9800.7985,kpno_solar_atlas,130.6486788662084,"PROFILE-FIT (voigt), model integrated; chi2_red=0.005071; sigma_fit=0.4000 A (init 0.0562, floor 0.0083); ew_err=395.91 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0976,lm0980",,-4.875156437936028,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.490 A from the catalogued position (depth 0.270 vs 0.115 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,9811.5041,kpno_solar_atlas,37.9469702716211,"PROFILE-FIT (voigt), model integrated; chi2_red=0.0001602; sigma_fit=0.0188 A (init 0.0563, floor 0.0083); ew_err=9.37 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0980",,-5.412558482608856,,True,
Fe,I,9834.1851,kpno_solar_atlas,45.15715196960886,"PROFILE-FIT (voigt), model integrated; chi2_red=5.944e-05; sigma_fit=0.0084 A (init 0.0564, floor 0.0084); ew_err=2.50 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0980",,-5.338011834900982,,False,"FIT-PINNED: fitted sigma 0.0084 A sits on the instrumental floor 0.0084 A. No observed feature can be narrower than the instrument profile, so the optimiser hit a bound rather than a minimum and the integrated EW is not trustworthy."
Fe,I,9861.7337,kpno_solar_atlas,89.26600823541636,"PROFILE-FIT (voigt), model integrated; chi2_red=5.463e-05; sigma_fit=0.0473 A (init 0.0565, floor 0.0084); ew_err=2.43 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0984",,-5.043267156353934,,True,
Fe,I,9868.1857,kpno_solar_atlas,86.65887553168565,"PROFILE-FIT (voigt), model integrated; chi2_red=0.0004606; sigma_fit=0.0935 A (init 0.0566, floor 0.0084); ew_err=8.03 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0984",,-5.056424264053154,,True,
Fe,I,9881.5223,kpno_solar_atlas,22.70650351020854,"PROFILE-FIT (voigt), model integrated; chi2_red=2.292e-05; sigma_fit=0.0512 A (init 0.0567, floor 0.0084); ew_err=2.48 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0984,lm0988",,-5.638673591089043,,True,
Fe,I,9889.0351,kpno_solar_atlas,88.01317165363106,"PROFILE-FIT (voigt), model integrated; chi2_red=4.962e-06; sigma_fit=0.0626 A (init 0.0567, floor 0.0084); ew_err=3.64 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0988",,-5.050606246808731,,True,
Fe,I,9898.0065,kpno_solar_atlas,35.780225367197644,"PROFILE-FIT (voigt), model integrated; chi2_red=0.0001566; sigma_fit=0.0084 A (init 0.0568, floor 0.0084); ew_err=44.90 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0988",,-5.44190466296561,,False,"FIT-PINNED: fitted sigma 0.0084 A sits on the instrumental floor 0.0084 A. No observed feature can be narrower than the instrument profile, so the optimiser hit a bound rather than a minimum and the integrated EW is not trustworthy."
Fe,I,9913.1802,kpno_solar_atlas,39.80843501566532,"PROFILE-FIT (voigt), model integrated; chi2_red=0.0001313; sigma_fit=0.0398 A (init 0.0568, floor 0.0084); ew_err=2.24 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0988",,-5.396237896225081,,True,
Fe,I,9924.4092,kpno_solar_atlas,26.629916177476314,"PROFILE-FIT (voigt), model integrated; chi2_red=0.0001131; sigma_fit=0.0084 A (init 0.0569, floor 0.0084); ew_err=2.34 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0992",,-5.5713348632377215,,False,"FIT-PINNED: fitted sigma 0.0084 A sits on the instrumental floor 0.0084 A. No observed feature can be narrower than the instrument profile, so the optimiser hit a bound rather than a minimum and the integrated EW is not trustworthy."
Fe,I,9944.2066,kpno_solar_atlas,37.12716049700825,"PROFILE-FIT (voigt), model integrated; chi2_red=5.937e-05; sigma_fit=0.0489 A (init 0.0570, floor 0.0084); ew_err=2.03 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0992",,-5.427878403146392,,True,
Fe,I,9951.1572,kpno_solar_atlas,23.150519300111643,"PROFILE-FIT (voigt), model integrated; chi2_red=0.0001112; sigma_fit=0.0085 A (init 0.0571, floor 0.0085); ew_err=3.63 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0992",,-5.633312849586161,,False,"FIT-PINNED: fitted sigma 0.0085 A sits on the instrumental floor 0.0085 A. No observed feature can be narrower than the instrument profile, so the optimiser hit a bound rather than a minimum and the integrated EW is not trustworthy."
Fe,I,9953.4696,kpno_solar_atlas,12.9053481211471,"PROFILE-FIT (voigt), model integrated; chi2_red=9.448e-06; sigma_fit=0.0085 A (init 0.0571, floor 0.0085); ew_err=1.04 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0992",,-5.887204770250804,,False,"FIT-PINNED: fitted sigma 0.0085 A sits on the instrumental floor 0.0085 A. No observed feature can be narrower than the instrument profile, so the optimiser hit a bound rather than a minimum and the integrated EW is not trustworthy."
Fe,I,9977.641,kpno_solar_atlas,17.987219079884333,"PROFILE-FIT (voigt), model integrated; chi2_red=0.0004328; sigma_fit=0.0085 A (init 0.0572, floor 0.0085); ew_err=4.22 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0996",,-5.744063849484401,,False,"FIT-PINNED: fitted sigma 0.0085 A sits on the instrumental floor 0.0085 A. No observed feature can be narrower than the instrument profile, so the optimiser hit a bound rather than a minimum and the integrated EW is not trustworthy."
Fe,I,9980.4629,kpno_solar_atlas,25.79131979340118,"PROFILE-FIT (voigt), model integrated; chi2_red=1.258e-06; sigma_fit=0.0512 A (init 0.0572, floor 0.0085); ew_err=0.29 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0996",,-5.587677118175805,,True,
