element,ion,wavelength_air_A,instrument,ew_mA,ew_method,abundance,rew,treatment,in_aggregate,excluded_reason
Fe,I,3932.161,kpno_solar_atlas,477.5548620004272,"integrated over +/-0.289 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.289 A from line separation | CONCERN: side-band 95th pct is 0.1996, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-3.915608020465448,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.144 A from the catalogued position (depth 0.368 vs 0.205 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3932.8352,kpno_solar_atlas,278.0470830005837,"integrated over +/-0.163 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.163 A from line separation | CONCERN: side-band 95th pct is 0.1476, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.150587405041851,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.159 A from the catalogued position (depth 0.260 vs 0.185 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3935.114,kpno_solar_atlas,196.73425549998169,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.1727, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.301077332211734,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.118 A from the catalogued position (depth 0.135 vs 0.098 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3935.4864,kpno_solar_atlas,192.26991849998078,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.1833, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.311087073714424,,False,"FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.008, predicted 0.228) — the line is absent from the spectrum or misplaced in the list"
Fe,I,3935.9752,kpno_solar_atlas,193.38516149985563,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.2263, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.308629205859918,,False,REW -4.309 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.
Fe,I,3936.335,kpno_solar_atlas,180.45694349986783,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.2421, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.338718454561003,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.116 A from the catalogued position (depth 0.103 vs 0.092 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3936.6368,kpno_solar_atlas,177.9517379996385,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.2643, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.344823113999363,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.090 A from the catalogued position (depth 0.183 vs 0.075 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3936.7792,kpno_solar_atlas,175.63912399998156,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.2742, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.3505197950399,,False,"FEATURE-VERIFICATION: GF-GHOST: observed depth 0.116 vs predicted 0.484 (x0.2) at the correct position — the spectrum and the line parameters disagree; gf or identification is suspect, not the measurement"
Fe,I,3936.9234,kpno_solar_atlas,172.6245869996467,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.2837, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.358054312335596,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.118 A from the catalogued position (depth 0.140 vs 0.062 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3938.0776,kpno_solar_atlas,162.85037600010637,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.3429, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.383495504048224,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.066 A from the catalogued position (depth 0.305 vs 0.042 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3938.3714,kpno_solar_atlas,180.94310100041486,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.3632, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.33777464000218,,False,REW -4.338 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.
Fe,I,3939.5266,kpno_solar_atlas,146.83815949972947,"integrated over +/-0.133 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.133 A from line separation | CONCERN: side-band 95th pct is 0.4712, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.428605104888423,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.133 A from the catalogued position (depth 0.112 vs 0.100 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3940.0366,kpno_solar_atlas,135.3951324999143,"integrated over +/-0.122 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.122 A from line separation | CONCERN: side-band 95th pct is 0.5019, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.463897204517416,,False,REW -4.464 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.
Fe,I,3940.3722,kpno_solar_atlas,143.18788350015234,"integrated over +/-0.145 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.145 A from line separation | CONCERN: side-band 95th pct is 0.5230, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.439630976680823,,False,REW -4.440 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.
Fe,I,3940.662,kpno_solar_atlas,143.45188599991164,"integrated over +/-0.145 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.145 A from line separation | CONCERN: side-band 95th pct is 0.5218, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.43886292358309,,False,REW -4.439 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.
Fe,I,3942.8681,kpno_solar_atlas,103.9434020000913,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.6095, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.57901532205135,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.119 A from the catalogued position (depth 0.212 vs 0.124 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3943.1762,kpno_solar_atlas,162.2518400000873,"integrated over +/-0.149 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.149 A from line separation | CONCERN: side-band 95th pct is 0.6219, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.385656553292837,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.148 A from the catalogued position (depth 0.592 vs 0.394 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3943.4752,kpno_solar_atlas,142.42296500017272,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.5647, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.442299091160414,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.119 A from the catalogued position (depth 0.639 vs 0.284 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3944.1314,kpno_solar_atlas,190.94866650027862,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.4290, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.315034745367533,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.117 A from the catalogued position (depth 0.927 vs 0.642 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3944.4422,kpno_solar_atlas,113.2420650001835,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.5959, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.541977816251491,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.103 A from the catalogued position (depth 0.283 vs 0.090 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3945.2928,kpno_solar_atlas,142.87063800001152,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.6914, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.441136255806288,,False,REW -4.441 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.
Fe,I,3945.8436,kpno_solar_atlas,95.1665085000001,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.7288, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.617655731215634,,False,"FEATURE-VERIFICATION: GF-GHOST: observed depth 0.444 vs predicted 0.074 (x6.0) at the correct position — the spectrum and the line parameters disagree; gf or identification is suspect, not the measurement"
Fe,I,3948.0049,kpno_solar_atlas,129.1134715001959,"integrated over +/-0.136 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.136 A from line separation | CONCERN: side-band 95th pct is 0.7272, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.485406124769219,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.098 A from the catalogued position (depth 0.843 vs 0.177 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3948.2767,kpno_solar_atlas,89.1659725001218,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.7797, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.6462084303238065,,False,REW -4.646 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.
Fe,I,3948.4814,kpno_solar_atlas,55.811692000151346,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.7168, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.849704907647023,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.119 A from the catalogued position (depth 0.130 vs 0.021 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3949.228,kpno_solar_atlas,107.53405249992849,"integrated over +/-0.123 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.123 A from line separation | CONCERN: side-band 95th pct is 0.7971, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.564966194678797,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.089 A from the catalogued position (depth 0.694 vs 0.363 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3949.5994,kpno_solar_atlas,52.62390149996599,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.7976, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.875370004997649,,False,REW -4.875 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.
Fe,I,3949.8003,kpno_solar_atlas,74.3759980000083,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.7784, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.725142332189195,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.120 A from the catalogued position (depth 0.664 vs 0.123 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3950.1382,kpno_solar_atlas,62.443253499973345,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.7543, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.801126767011736,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.116 A from the catalogued position (depth 0.289 vs 0.109 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3950.2603,kpno_solar_atlas,86.86159199994525,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.7552, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.6577979292882725,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.092 A from the catalogued position (depth 0.734 vs 0.065 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3950.4635,kpno_solar_atlas,82.0397620000959,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.8256, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.682623661724575,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.111 A from the catalogued position (depth 0.737 vs 0.204 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3950.7726,kpno_solar_atlas,55.90598250000539,"integrated over +/-0.155 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.155 A from line separation | CONCERN: side-band 95th pct is 0.8199, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.849223748889711,,False,"FEATURE-VERIFICATION: GF-GHOST: observed depth 0.028 vs predicted 0.408 (x0.1) at the correct position — the spectrum and the line parameters disagree; gf or identification is suspect, not the measurement"
Fe,I,3951.6804,kpno_solar_atlas,73.26189250010506,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.8042, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.731903679745249,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.058 A from the catalogued position (depth 0.211 vs 0.079 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3953.4959,kpno_solar_atlas,81.86948400012055,"integrated over +/-0.124 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.124 A from line separation | CONCERN: side-band 95th pct is 0.8187, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.683859239581077,,False,REW -4.684 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.
Fe,I,3954.0395,kpno_solar_atlas,51.10118749998658,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.8266, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.8886100110301705,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.117 A from the catalogued position (depth 0.118 vs 0.105 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3954.09,kpno_solar_atlas,48.76806299995142,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.8258, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.908911043814382,,True,
Fe,I,3954.7119,kpno_solar_atlas,131.25139899987653,"integrated over +/-0.216 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.216 A from line separation | CONCERN: side-band 95th pct is 0.8254, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.479010909498246,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.179 A from the catalogued position (depth 0.452 vs 0.431 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3955.1447,kpno_solar_atlas,80.60137249996147,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.8040, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.690819939760067,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.078 A from the catalogued position (depth 0.474 vs 0.093 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3955.2792,kpno_solar_atlas,146.67005100011062,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.7809, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.430835702419998,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.065 A from the catalogued position (depth 0.804 vs 0.536 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3955.4398,kpno_solar_atlas,111.30380000010199,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.7374, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.550684787388107,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.096 A from the catalogued position (depth 0.794 vs 0.157 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3955.6076,kpno_solar_atlas,64.66142650008166,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0392; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.7786, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",,-4.786567921259195,,False,REW -4.787 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.
