element,ion,wavelength_air_A,instrument,ew_mA,ew_method,abundance,rew,treatment,in_aggregate,excluded_reason
Fe,I,3932.8352,kpno_solar_atlas,1017.6101723958617,"PROFILE-FIT (voigt), model integrated; chi2_red=0.01534; sigma_fit=0.4000 A (init 0.0226, floor 0.0033); ew_err=69.42 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.5871243085943223,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.491 A from the catalogued position (depth 0.534 vs 0.342 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3935.114,kpno_solar_atlas,982.9262828037746,"PROFILE-FIT (voigt), model integrated; chi2_red=0.01488; sigma_fit=0.4000 A (init 0.0226, floor 0.0033); ew_err=74.99 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.602436370388109,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.598 A from the catalogued position (depth 0.437 vs 0.269 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3935.4864,kpno_solar_atlas,972.5045520655011,"PROFILE-FIT (voigt), model integrated; chi2_red=0.01536; sigma_fit=0.4000 A (init 0.0226, floor 0.0033); ew_err=77.09 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.6071067730949706,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.336 A from the catalogued position (depth 0.541 vs 0.231 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3935.9752,kpno_solar_atlas,942.8819352079089,"PROFILE-FIT (voigt), model integrated; chi2_red=0.01091; sigma_fit=0.4000 A (init 0.0226, floor 0.0033); ew_err=77.05 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.620595038227325,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.153 A from the catalogued position (depth 0.598 vs 0.559 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3936.335,kpno_solar_atlas,914.2809955937439,"PROFILE-FIT (voigt), model integrated; chi2_red=0.01471; sigma_fit=0.4000 A (init 0.0226, floor 0.0033); ew_err=80.07 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.6340123592266065,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.513 A from the catalogued position (depth 0.619 vs 0.210 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3936.6368,kpno_solar_atlas,881.1456849320134,"PROFILE-FIT (voigt), model integrated; chi2_red=0.0109; sigma_fit=0.4000 A (init 0.0226, floor 0.0033); ew_err=100.66 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.650077629203123,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.598 A from the catalogued position (depth 0.345 vs 0.206 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3936.7792,kpno_solar_atlas,878.817985196518,"PROFILE-FIT (voigt), model integrated; chi2_red=0.01483; sigma_fit=0.4000 A (init 0.0226, floor 0.0033); ew_err=101.80 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.6512421211660686,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.558 A from the catalogued position (depth 0.570 vs 0.233 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3936.9234,kpno_solar_atlas,870.9361574000538,"PROFILE-FIT (voigt), model integrated; chi2_red=0.01315; sigma_fit=0.4000 A (init 0.0226, floor 0.0033); ew_err=98.39 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.655170643980859,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.413 A from the catalogued position (depth 0.575 vs 0.176 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3938.0776,kpno_solar_atlas,817.1215767336404,"PROFILE-FIT (voigt), model integrated; chi2_red=0.00996; sigma_fit=0.4000 A (init 0.0226, floor 0.0033); ew_err=106.65 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.6829975911438035,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.331 A from the catalogued position (depth 0.595 vs 0.206 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3938.3714,kpno_solar_atlas,795.5488844400293,"PROFILE-FIT (voigt), model integrated; chi2_red=0.006135; sigma_fit=0.4000 A (init 0.0226, floor 0.0033); ew_err=112.33 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.6946497978941966,,False,REW -3.695 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.
Fe,I,3939.5266,kpno_solar_atlas,661.0726028195554,"PROFILE-FIT (voigt), model integrated; chi2_red=0.009597; sigma_fit=0.4000 A (init 0.0226, floor 0.0033); ew_err=139.59 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.775194878377704,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.515 A from the catalogued position (depth 0.401 vs 0.164 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3940.0366,kpno_solar_atlas,621.1620437108028,"PROFILE-FIT (voigt), model integrated; chi2_red=0.005683; sigma_fit=0.4000 A (init 0.0226, floor 0.0033); ew_err=132.82 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.8022953459406237,,False,REW -3.802 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.
Fe,I,3940.3722,kpno_solar_atlas,638.1993238950475,"PROFILE-FIT (voigt), model integrated; chi2_red=0.02205; sigma_fit=0.4000 A (init 0.0226, floor 0.0033); ew_err=131.93 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.790580906618415,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.516 A from the catalogued position (depth 0.814 vs 0.139 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3940.662,kpno_solar_atlas,640.929976073369,"PROFILE-FIT (voigt), model integrated; chi2_red=0.01635; sigma_fit=0.4000 A (init 0.0226, floor 0.0033); ew_err=148.82 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.7887586021253132,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.226 A from the catalogued position (depth 0.817 vs 0.170 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3942.8681,kpno_solar_atlas,610.2806197447337,"PROFILE-FIT (voigt), model integrated; chi2_red=0.03452; sigma_fit=0.4000 A (init 0.0226, floor 0.0033); ew_err=238.97 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.8102826703582218,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.424 A from the catalogued position (depth 0.792 vs 0.105 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3943.1762,kpno_solar_atlas,620.1585677711383,"PROFILE-FIT (voigt), model integrated; chi2_red=0.008791; sigma_fit=0.4000 A (init 0.0226, floor 0.0033); ew_err=265.65 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.803343435812637,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.171 A from the catalogued position (depth 0.705 vs 0.383 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3943.4752,kpno_solar_atlas,730.0780644150213,"PROFILE-FIT (voigt), model integrated; chi2_red=0.01907; sigma_fit=0.4000 A (init 0.0226, floor 0.0033); ew_err=212.15 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.732509813922028,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.539 A from the catalogued position (depth 0.934 vs 0.348 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3944.1314,kpno_solar_atlas,775.7803311020817,"PROFILE-FIT (voigt), model integrated; chi2_red=0.01254; sigma_fit=0.3374 A (init 0.0226, floor 0.0033); ew_err=161.78 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.7062126107360873,,False,REW -3.706 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.
Fe,I,3944.4422,kpno_solar_atlas,739.6633703304688,"PROFILE-FIT (voigt), model integrated; chi2_red=0.03571; sigma_fit=0.4000 A (init 0.0226, floor 0.0034); ew_err=220.95 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.7269514844282154,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.428 A from the catalogued position (depth 0.942 vs 0.223 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3945.2928,kpno_solar_atlas,597.8322138012604,"PROFILE-FIT (voigt), model integrated; chi2_red=0.01896; sigma_fit=0.4000 A (init 0.0226, floor 0.0034); ew_err=243.14 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.8194999269065555,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.170 A from the catalogued position (depth 0.778 vs 0.493 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3945.8436,kpno_solar_atlas,411.1228310748798,"PROFILE-FIT (voigt), model integrated; chi2_red=0.01543; sigma_fit=0.4000 A (init 0.0226, floor 0.0034); ew_err=270.49 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.982168271954368,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.512 A from the catalogued position (depth 0.648 vs 0.452 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3948.0049,kpno_solar_atlas,541.9175240508808,"PROFILE-FIT (voigt), model integrated; chi2_red=0.0305; sigma_fit=0.4000 A (init 0.0226, floor 0.0034); ew_err=290.91 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.8624444879438986,,False,REW -3.862 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.
Fe,I,3948.2767,kpno_solar_atlas,504.19731392783206,"PROFILE-FIT (gaussian), model integrated; chi2_red=0.1008; sigma_fit=0.4000 A (init 0.0226, floor 0.0034); ew_err=172.42 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.8938070532696387,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.504 A from the catalogued position (depth 0.850 vs 0.432 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3948.4814,kpno_solar_atlas,513.270467126993,"PROFILE-FIT (gaussian), model integrated; chi2_red=0.06514; sigma_fit=0.4000 A (init 0.0226, floor 0.0034); ew_err=196.86 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.8860838202595,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.300 A from the catalogued position (depth 0.852 vs 0.046 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3949.228,kpno_solar_atlas,506.1217856180511,"PROFILE-FIT (voigt), model integrated; chi2_red=0.02607; sigma_fit=0.1877 A (init 0.0226, floor 0.0034); ew_err=211.61 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.8922571759190356,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.447 A from the catalogued position (depth 0.852 vs 0.359 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3949.5994,kpno_solar_atlas,413.8284456266498,"PROFILE-FIT (voigt), model integrated; chi2_red=0.04912; sigma_fit=0.4000 A (init 0.0226, floor 0.0034); ew_err=337.80 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.9797327084647893,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.363 A from the catalogued position (depth 0.883 vs 0.111 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3949.8003,kpno_solar_atlas,401.6134444335745,"PROFILE-FIT (voigt), model integrated; chi2_red=0.03279; sigma_fit=0.4000 A (init 0.0226, floor 0.0034); ew_err=344.41 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.992766895615701,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.162 A from the catalogued position (depth 0.883 vs 0.144 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3950.1382,kpno_solar_atlas,399.3266343320647,"PROFILE-FIT (voigt), model integrated; chi2_red=0.02798; sigma_fit=0.4000 A (init 0.0226, floor 0.0034); ew_err=202.73 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.9952840123882982,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.176 A from the catalogued position (depth 0.883 vs 0.158 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3950.2603,kpno_solar_atlas,392.1387741158663,"PROFILE-FIT (voigt), model integrated; chi2_red=0.02834; sigma_fit=0.2247 A (init 0.0227, floor 0.0034); ew_err=218.19 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-4.003185927305344,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.298 A from the catalogued position (depth 0.883 vs 0.070 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3950.4635,kpno_solar_atlas,387.91787121686264,"PROFILE-FIT (voigt), model integrated; chi2_red=0.03253; sigma_fit=0.3677 A (init 0.0227, floor 0.0034); ew_err=235.50 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-4.007908265691718,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.502 A from the catalogued position (depth 0.883 vs 0.199 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3950.7726,kpno_solar_atlas,373.1262971302896,"PROFILE-FIT (voigt), model integrated; chi2_red=0.04461; sigma_fit=0.4000 A (init 0.0227, floor 0.0034); ew_err=257.91 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-4.024826174871303,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.399 A from the catalogued position (depth 0.857 vs 0.022 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3951.6804,kpno_solar_atlas,390.52543358269463,"PROFILE-FIT (voigt), model integrated; chi2_red=0.04006; sigma_fit=0.4000 A (init 0.0227, floor 0.0034); ew_err=328.39 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-4.005132489662056,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.509 A from the catalogued position (depth 0.857 vs 0.101 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3953.4959,kpno_solar_atlas,511.5096259968424,"PROFILE-FIT (voigt), model integrated; chi2_red=0.04116; sigma_fit=0.3566 A (init 0.0227, floor 0.0034); ew_err=304.70 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.8881274817200397,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.337 A from the catalogued position (depth 0.821 vs 0.484 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3954.0395,kpno_solar_atlas,321.3214606216802,"PROFILE-FIT (voigt), model integrated; chi2_red=0.02272; sigma_fit=0.4000 A (init 0.0227, floor 0.0034); ew_err=332.06 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-4.090101271051599,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.178 A from the catalogued position (depth 0.682 vs 0.103 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3954.09,kpno_solar_atlas,315.2041086677736,"PROFILE-FIT (voigt), model integrated; chi2_red=0.02188; sigma_fit=0.4000 A (init 0.0227, floor 0.0034); ew_err=326.08 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-4.09845468031354,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.228 A from the catalogued position (depth 0.682 vs 0.060 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3954.7119,kpno_solar_atlas,332.51784988633875,"PROFILE-FIT (voigt), model integrated; chi2_red=0.02031; sigma_fit=0.4000 A (init 0.0227, floor 0.0034); ew_err=239.01 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-4.07529988709545,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.600 A from the catalogued position (depth 0.722 vs 0.430 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3955.1447,kpno_solar_atlas,377.19221672459196,"PROFILE-FIT (voigt), model integrated; chi2_red=0.02267; sigma_fit=0.0034 A (init 0.0227, floor 0.0034); ew_err=108.30 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-4.02059965431108,,False,"FIT-PINNED: fitted sigma 0.0034 A sits on the instrumental floor 0.0034 A. No observed feature can be narrower than the instrument profile, so the optimiser hit a bound rather than a minimum and the integrated EW is not trustworthy."
Fe,I,3955.2792,kpno_solar_atlas,379.1327474131967,"PROFILE-FIT (voigt), model integrated; chi2_red=0.01774; sigma_fit=0.0034 A (init 0.0227, floor 0.0034); ew_err=127.20 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-4.018385847387697,,False,"FIT-PINNED: fitted sigma 0.0034 A sits on the instrumental floor 0.0034 A. No observed feature can be narrower than the instrument profile, so the optimiser hit a bound rather than a minimum and the integrated EW is not trustworthy."
Fe,I,3955.4398,kpno_solar_atlas,415.96961323946937,"PROFILE-FIT (voigt), model integrated; chi2_red=0.03659; sigma_fit=0.0034 A (init 0.0227, floor 0.0034); ew_err=174.03 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.978133172749013,,False,"FIT-PINNED: fitted sigma 0.0034 A sits on the instrumental floor 0.0034 A. No observed feature can be narrower than the instrument profile, so the optimiser hit a bound rather than a minimum and the integrated EW is not trustworthy."
Fe,I,3955.6076,kpno_solar_atlas,445.7726190941139,"PROFILE-FIT (voigt), model integrated; chi2_red=0.03301; sigma_fit=0.4000 A (init 0.0227, floor 0.0034); ew_err=342.07 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.948099813555509,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.263 A from the catalogued position (depth 0.806 vs 0.123 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3955.7621,kpno_solar_atlas,426.6903490500198,"PROFILE-FIT (gaussian), model integrated; chi2_red=0.0783; sigma_fit=0.4000 A (init 0.0227, floor 0.0034); ew_err=211.76 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.967117345160114,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.580 A from the catalogued position (depth 0.840 vs 0.136 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3956.1611,kpno_solar_atlas,564.069058860614,"PROFILE-FIT (voigt), model integrated; chi2_red=0.03596; sigma_fit=0.3161 A (init 0.0227, floor 0.0034); ew_err=261.78 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.845941690494706,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.522 A from the catalogued position (depth 0.888 vs 0.024 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3956.878,kpno_solar_atlas,602.8128541962199,"PROFILE-FIT (voigt), model integrated; chi2_red=0.03667; sigma_fit=0.4000 A (init 0.0227, floor 0.0034); ew_err=208.10 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.8171701556327116,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.195 A from the catalogued position (depth 0.888 vs 0.131 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3957.3163,kpno_solar_atlas,428.1436569826902,"PROFILE-FIT (voigt), model integrated; chi2_red=0.03384; sigma_fit=0.4000 A (init 0.0227, floor 0.0034); ew_err=322.12 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.965811249638602,,False,"FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth -0.002, predicted 0.225) — the line is absent from the spectrum or misplaced in the list"
Fe,I,3957.639,kpno_solar_atlas,430.3717599685294,"PROFILE-FIT (voigt), model integrated; chi2_red=0.04487; sigma_fit=0.4000 A (init 0.0227, floor 0.0034); ew_err=297.83 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392",,-3.963592410909884,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.574 A from the catalogued position (depth 0.846 vs 0.439 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3959.1834,kpno_solar_atlas,350.84485505176946,"PROFILE-FIT (voigt), model integrated; chi2_red=0.006264; sigma_fit=0.4000 A (init 0.0227, floor 0.0034); ew_err=222.19 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392,lm0396",,-4.052490507683964,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.447 A from the catalogued position (depth 0.409 vs 0.119 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3959.2855,kpno_solar_atlas,357.5831681351302,"PROFILE-FIT (voigt), model integrated; chi2_red=0.00918; sigma_fit=0.4000 A (init 0.0227, floor 0.0034); ew_err=219.85 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392,lm0396",,-4.044239751561816,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.549 A from the catalogued position (depth 0.409 vs 0.086 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3961.903,kpno_solar_atlas,826.1659661761176,"PROFILE-FIT (voigt), model integrated; chi2_red=0.01795; sigma_fit=0.4000 A (init 0.0227, floor 0.0034); ew_err=158.80 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0392,lm0396",,-3.6808365381294355,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.372 A from the catalogued position (depth 0.939 vs 0.400 at the line) — the EW is an upper bound on a blend, not this line"
Fe,I,3962.6439,kpno_solar_atlas,715.6015062720248,"PROFILE-FIT (voigt), model integrated; chi2_red=0.03073; sigma_fit=0.4000 A (init 0.0227, floor 0.0034); ew_err=204.48 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0396",,-3.743313800497983,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.464 A from the catalogued position (depth 0.743 vs 0.136 at the line) — the EW is an upper bound on a blend, not this line"
