wavelength_air_A,flux_normalized,n_frames,min_mtrans
11170.1999,1.000338,1,0.7731
11170.2379,1.001875,1,0.754
11170.2758,1.001607,1,0.7318
11170.3138,0.992969,1,0.704
11170.3518,0.989308,1,0.6675
11170.3897,0.995667,1,0.6193
11170.4277,1.000528,1,0.557
11171.6425,0.94793,1,0.5399
11171.6805,0.924996,1,0.6361
11171.7184,0.908235,1,0.705
11171.7564,0.894368,1,0.7536
11171.7944,0.906859,1,0.7888
11171.8323,0.933774,1,0.8152
11171.8703,0.962721,1,0.8357
11171.9083,0.976606,1,0.8521
11171.9462,0.990885,1,0.8654
11171.9842,0.99126,1,0.8765
11172.0221,0.994044,1,0.8858
11172.0601,0.99159,1,0.8937
11172.0981,1.005268,1,0.9005
11172.136,1.0013,1,0.9062
11172.174,0.996089,1,0.9112
11172.212,1.001406,1,0.9154
11172.2499,1.006848,1,0.9188
11172.2879,1.007176,1,0.9214
11172.3259,1.004981,1,0.9229
11172.3638,1.003425,1,0.9231
11172.4018,1.006854,1,0.9225
11172.4397,1.013813,1,0.9222
11172.4777,1.009388,1,0.9237
11172.5157,1.003451,1,0.9273
11172.5536,1.006614,1,0.9323
11172.5916,1.005361,1,0.9371
11172.6296,1.010148,1,0.941
11172.6675,1.012047,1,0.9438
11172.7055,1.012868,1,0.9457
11172.7435,1.015136,1,0.9467
11172.7814,1.006782,1,0.9467
11172.8194,1.009114,1,0.9453
11172.8573,1.017124,1,0.9427
11172.8953,1.008379,1,0.9402
11172.9333,0.994118,1,0.94
11172.9712,1.000366,1,0.9427
11173.0092,1.014646,1,0.9472
11173.0472,1.015748,1,0.9514
11173.0851,1.009055,1,0.9544
11173.1231,1.010776,1,0.956
11173.1611,1.010011,1,0.9569
11173.199,1.006833,1,0.9574
11173.237,1.002479,1,0.9582
11173.2749,1.013255,1,0.959
11173.3129,1.007075,1,0.9593
11173.3509,1.001607,1,0.9583
11173.3888,1.017878,1,0.9553
11173.4268,1.015352,1,0.9502
11173.4648,1.00366,1,0.9454
11173.5027,1.004743,1,0.9443
11173.5407,1.00904,1,0.9481
11173.5787,0.982989,1,0.9539
11173.6166,0.98301,1,0.9583
11173.6546,0.966834,1,0.9605
11173.6925,0.959608,1,0.9609
11173.7305,0.9552,1,0.9605
11173.7685,0.967526,1,0.96
11173.8064,0.971541,1,0.9601
11173.8444,0.988765,1,0.961
11173.8824,0.999169,1,0.9625
11173.9203,1.006192,1,0.964
11173.9583,1.004127,1,0.965
11173.9963,1.00544,1,0.9656
11174.0342,1.00389,1,0.966
11174.0722,0.999811,1,0.9662
11174.1101,0.992863,1,0.9662
11174.1481,1.00417,1,0.9662
11174.1861,1.003592,1,0.9662
11174.224,1.003922,1,0.9661
11174.262,0.989321,1,0.9659
11174.3,0.958008,1,0.9656
11174.3379,0.952582,1,0.9651
11174.3759,0.967724,1,0.9642
11174.4139,0.967684,1,0.9625
11174.4518,0.985756,1,0.9592
11174.4898,0.99517,1,0.9523
11174.5277,0.997578,1,0.9395
11174.5657,1.004968,1,0.9215
11174.6037,0.994047,1,0.9057
11174.6416,1.000085,1,0.9025
11174.6796,0.997553,1,0.9142
11174.7176,1.002701,1,0.9321
11174.7555,1.015091,1,0.9468
11174.7935,0.993344,1,0.9557
11174.8314,1.001731,1,0.9601
11174.8694,1.002486,1,0.9622
11174.9074,1.01137,1,0.9631
11174.9453,1.011246,1,0.9633
11174.9833,1.007912,1,0.9631
11175.0213,1.011942,1,0.9621
11175.0592,1.024508,1,0.9601
11175.0972,0.993737,1,0.9572
11175.1352,1.005313,1,0.9543
11175.1731,0.9988,1,0.9533
11175.2111,1.00579,1,0.9548
11175.249,1.002883,1,0.9574
11175.287,1.00826,1,0.9595
11175.325,1.004874,1,0.9606
11175.3629,1.014686,1,0.9609
11175.4009,1.006483,1,0.9608
11175.4389,0.999414,1,0.9604
11175.4768,1.005786,1,0.9598
11175.5148,1.005034,1,0.9591
11175.5528,1.020355,1,0.9584
11175.5907,1.010539,1,0.9575
11175.6287,0.997141,1,0.9566
11175.6666,0.997915,1,0.9556
11175.7046,0.993943,1,0.9544
11175.7426,0.980802,1,0.9531
11175.7805,0.975028,1,0.9515
11175.8185,0.945659,1,0.9497
11175.8565,0.96278,1,0.9477
11175.8944,0.959762,1,0.9452
11175.9324,0.973824,1,0.9423
11175.9704,1.002815,1,0.9387
11176.0083,0.992498,1,0.934
11176.0463,1.014681,1,0.9277
11176.0842,1.013771,1,0.9185
11176.1222,1.018741,1,0.9035
11176.1602,1.028525,1,0.8782
11176.1981,1.018645,1,0.8386
11176.2361,1.001909,1,0.7894
11176.2741,0.981154,1,0.7492
11176.312,0.990525,1,0.7369
11176.35,1.014186,1,0.7499
11176.388,1.029408,1,0.7652
11176.4259,1.034285,1,0.7607
11176.4639,1.026966,1,0.7276
11176.5018,1.013574,1,0.6648
11176.5398,1.019617,1,0.5755
11176.7676,1.057882,1,0.5085
11176.8056,1.06145,1,0.6116
11176.8435,1.046957,1,0.6972
11176.8815,1.033935,1,0.7606
11176.9194,1.024162,1,0.8049
11176.9574,1.015637,1,0.8354
11176.9954,1.017759,1,0.8562
11177.0333,1.006701,1,0.8703
11177.0713,1.008686,1,0.8796
11177.1093,1.006969,1,0.8849
11177.1472,1.008559,1,0.8867
11177.1852,1.01612,1,0.8845
11177.2232,1.006699,1,0.8772
11177.2611,1.013797,1,0.8629
11177.2991,1.012646,1,0.8398
11177.337,1.00211,1,0.8097
11177.375,0.997298,1,0.7801
11177.413,0.989283,1,0.7639
11177.4509,1.00057,1,0.7699
11177.4889,0.995477,1,0.7952
11177.5269,1.017846,1,0.8277
11177.5648,1.021681,1,0.8562
11177.6028,1.010253,1,0.8764
11177.6408,1.007991,1,0.889
11177.6787,1.025482,1,0.8965
11177.7167,1.015322,1,0.9008
11177.7546,1.006419,1,0.9031
11177.7926,1.010448,1,0.904
11177.8306,1.016982,1,0.9041
11177.8685,1.011523,1,0.9034
11177.9065,1.016908,1,0.9022
11177.9445,1.004144,1,0.9005
11177.9824,1.006609,1,0.8984
11178.0204,1.010147,1,0.8958
11178.0583,1.010756,1,0.8928
11178.0963,1.004768,1,0.8892
11178.1343,0.995267,1,0.8852
11178.1722,0.988597,1,0.881
11178.2102,0.97871,1,0.8769
11178.2482,0.961665,1,0.8729
11178.2861,0.95115,1,0.8687
11178.3241,0.936563,1,0.8641
11178.3621,0.930356,1,0.8589
11178.4,0.933187,1,0.8531
11178.438,0.950627,1,0.8464
11178.4759,0.969391,1,0.8386
11178.5139,0.986239,1,0.8298
11178.5519,0.983794,1,0.8205
11178.5898,0.99076,1,0.8115
11178.6278,0.997757,1,0.8026
11178.6658,1.004262,1,0.793
11178.7037,1.006527,1,0.782
11178.7417,1.005899,1,0.7692
11178.7797,1.009198,1,0.7548
11178.8176,1.005435,1,0.7387
11178.8556,0.999135,1,0.721
11178.8935,0.993948,1,0.7013
11178.9315,0.993641,1,0.6795
11178.9695,1.000477,1,0.6552
11179.0074,1.010443,1,0.6283
11179.0454,1.008718,1,0.5984
11179.0834,1.003527,1,0.5652
11179.1213,1.001351,1,0.5282
11180.3741,1.002719,1,0.5079
11180.4121,1.007954,2,0.5351
11180.4501,1.008608,2,0.5695
11180.488,1.002026,2,0.5997
11180.526,0.988351,2,0.6262
11180.5639,0.998068,2,0.6494
11180.6019,1.004562,2,0.6693
11180.6399,1.004226,2,0.6858
11180.6778,1.005529,2,0.698
11180.7158,1.004818,2,0.7049
11180.7538,1.003591,2,0.706
11180.7917,1.004597,2,0.7055
11180.8297,0.998378,2,0.7078
11180.8676,0.992224,2,0.7128
11180.9056,0.992202,2,0.7174
11180.9436,0.999342,2,0.7125
11180.9815,1.005093,2,0.6902
11181.0195,0.99982,2,0.6535
11181.0575,0.999603,2,0.6185
11181.0954,0.996917,2,0.607
11181.1334,1.014516,2,0.6233
11181.1714,1.016193,2,0.6566
11181.2093,1.00965,2,0.6941
11181.2473,0.999607,2,0.7205
11181.2852,0.982917,2,0.7349
11181.3232,0.97513,2,0.7467
11181.3612,0.987745,2,0.7652
11181.3991,0.995901,2,0.7916
11181.4371,1.001441,2,0.8199
11181.4751,1.003012,2,0.8444
11181.513,0.998589,2,0.8626
11181.551,0.986373,2,0.8754
11181.589,0.977342,2,0.8846
11181.6269,0.9599,2,0.8913
11181.6649,0.938063,2,0.8965
11181.7028,0.905192,2,0.9008
11181.7408,0.897455,2,0.9045
11181.7788,0.900798,2,0.9077
11181.8167,0.920597,2,0.9106
11181.8547,0.942942,2,0.9132
11181.8927,0.96972,2,0.9155
11181.9306,0.988885,2,0.9175
11181.9686,0.994283,2,0.9193
11182.0066,1.002879,2,0.9209
11182.0445,1.006184,2,0.9224
11182.0825,1.006188,2,0.9237
11182.1204,1.00532,2,0.9249
11182.1584,1.008133,2,0.926
11182.1964,1.010737,2,0.927
11182.2343,1.005148,2,0.9278
11182.2723,1.003181,2,0.9285
11182.3103,1.006503,2,0.9291
11182.3482,1.015239,2,0.9294
11182.3862,1.009926,2,0.9294
11182.4242,1.004876,2,0.929
11182.4621,1.001256,2,0.9279
11182.5001,0.998031,2,0.9258
11182.538,1.004877,2,0.923
11182.576,1.014151,2,0.9197
11182.614,1.009184,2,0.916
11182.6519,1.009236,2,0.9119
11182.6899,0.999343,2,0.9084
11182.7279,0.998617,2,0.9061
11182.7658,1.009564,2,0.9053
11182.8038,1.003108,2,0.9058
11182.8418,1.00179,2,0.9079
11182.8797,1.006719,2,0.9114
11182.9177,1.007113,2,0.9157
11182.9556,1.002401,2,0.9203
11182.9936,0.999728,2,0.9247
11183.0316,0.992379,2,0.928
11183.0695,0.988799,2,0.9297
11183.1075,0.979066,2,0.9304
11183.1455,0.971689,2,0.9304
11183.1834,0.962405,2,0.9302
11183.2214,0.965886,2,0.9297
11183.2594,0.97071,2,0.9291
11183.2973,0.97683,2,0.9283
11183.3353,0.981317,2,0.9274
11183.3732,0.993661,2,0.9264
11183.4112,0.990365,2,0.9252
11183.4492,0.993676,2,0.9239
11183.4871,1.009921,2,0.9222
11183.5251,1.0117,2,0.9203
11183.5631,1.009837,2,0.918
11183.601,1.009867,2,0.9155
11183.639,1.008182,2,0.9132
11183.677,1.004576,2,0.9111
11183.7149,1.001631,2,0.9089
11183.7529,1.00369,2,0.9065
11183.7908,1.001265,2,0.9037
11183.8288,1.011293,2,0.9007
11183.8668,1.014054,2,0.8977
11183.9047,1.008844,2,0.8947
11183.9427,1.009982,2,0.8913
11183.9807,1.003463,2,0.8873
11184.0186,1.008715,2,0.8825
11184.0566,1.00354,2,0.8769
11184.0945,1.002814,2,0.8702
11184.1325,1.005096,2,0.8626
11184.1705,1.007017,2,0.8544
11184.2084,1.00673,2,0.8462
11184.2464,0.996067,2,0.8379
11184.2844,0.997584,2,0.829
11184.3223,1.000109,2,0.8188
11184.3603,1.001413,2,0.8066
11184.3983,0.996774,2,0.7922
11184.4362,0.988419,2,0.7751
11184.4742,0.988102,2,0.7547
11184.5121,0.983115,2,0.7304
11184.5501,0.971566,2,0.7019
11184.5881,0.970098,2,0.6698
11184.626,0.958921,2,0.6344
11184.664,0.952595,2,0.5952
11184.702,0.942599,2,0.5502
11184.7399,0.925996,1,0.5116
11185.6511,1.00767,2,0.5214
11185.689,1.011389,2,0.546
11185.727,0.999346,2,0.5593
11185.7649,1.008279,2,0.5601
11185.8029,1.00161,2,0.5481
11185.8409,0.998526,2,0.5261
11185.8788,0.970963,1,0.504
11186.6381,1.008888,2,0.5072
11186.6761,1.003842,2,0.5607
11186.714,0.99377,2,0.6004
11186.752,0.988775,2,0.6289
11186.79,0.969793,2,0.651
11186.8279,0.974579,2,0.6732
11186.8659,0.977064,2,0.6995
11186.9039,0.994332,2,0.7279
11186.9418,0.991576,2,0.754
11186.9798,1.000709,2,0.7744
11187.0177,0.97734,2,0.7883
11187.0557,0.983272,2,0.7965
11187.0937,0.967856,2,0.8002
11187.1316,0.974879,2,0.8014
11187.1696,0.97188,2,0.8022
11187.2076,0.963615,2,0.8046
11187.2455,0.95727,2,0.8086
11187.2835,0.932626,2,0.8135
11187.3214,0.910161,2,0.8178
11187.3594,0.879478,2,0.82
11187.3974,0.82995,2,0.8194
11187.4353,0.773802,2,0.8162
11187.4733,0.725565,2,0.8108
11187.5113,0.671744,2,0.8034
11187.5492,0.624276,2,0.7937
11187.5872,0.609136,2,0.7819
11187.6252,0.621131,2,0.7676
11187.6631,0.651756,2,0.7502
11187.7011,0.713959,2,0.7287
11187.739,0.774269,2,0.7024
11187.777,0.821117,2,0.6707
11187.815,0.866291,2,0.6329
11187.8529,0.897404,2,0.5872
11187.8909,0.911408,2,0.531
11188.5742,0.920939,1,0.5153
11188.6122,0.925787,2,0.5553
11188.6502,0.939822,2,0.6003
11188.6881,0.953399,2,0.6356
11188.7261,0.964342,2,0.6629
11188.7641,0.970746,2,0.6833
11188.802,0.971985,2,0.6977
11188.84,0.977487,2,0.706
11188.878,0.983484,2,0.708
11188.9159,0.984276,2,0.7029
11188.9539,0.978907,2,0.6954
11188.9918,0.979333,2,0.69
11189.0298,0.985463,2,0.6879
11189.0678,0.988426,2,0.6859
11189.1057,0.986212,2,0.68
11189.1437,0.981185,2,0.6673
11189.1817,0.986018,2,0.6473
11189.2196,0.979091,2,0.6197
11189.2576,0.971644,2,0.5848
11189.2956,0.968704,2,0.5429
11189.3335,0.961086,1,0.5047
11190.2826,0.920569,2,0.5117
11190.3206,0.92718,2,0.5484
11190.3585,0.920691,2,0.5767
11190.3965,0.928642,2,0.5974
11190.4345,0.934216,2,0.6108
11190.4724,0.926958,2,0.617
11190.5104,0.939339,2,0.6157
11190.5483,0.932438,2,0.6043
11190.5863,0.930381,2,0.583
11190.6243,0.910286,2,0.551
11190.6622,0.903792,2,0.5087
11191.4215,0.957024,2,0.5229
11191.4595,0.969481,2,0.5853
11191.4974,0.975514,2,0.6543
11191.5354,0.973217,2,0.7134
11191.5734,0.974565,2,0.7569
11191.6113,0.978357,2,0.7873
11191.6493,0.989236,2,0.8093
11191.6873,0.988368,2,0.826
11191.7252,0.991145,2,0.8392
11191.7632,0.987079,2,0.8501
11191.8011,0.985254,2,0.8592
11191.8391,0.975108,2,0.8669
11191.8771,0.972861,2,0.8735
11191.915,0.96076,2,0.8791
11191.953,0.947932,2,0.8834
11191.991,0.936009,2,0.8863
11192.0289,0.91249,2,0.8876
11192.0669,0.910499,2,0.8862
11192.1049,0.915544,2,0.8823
11192.1428,0.929763,2,0.8761
11192.1808,0.947693,2,0.8693
11192.2187,0.957146,2,0.8655
11192.2567,0.969371,2,0.8671
11192.2947,0.981816,2,0.8742
11192.3326,0.981564,2,0.8839
11192.3706,0.98547,2,0.8915
11192.4086,0.988856,2,0.8946
11192.4465,0.986235,2,0.8936
11192.4845,0.990787,2,0.8928
11192.5225,0.99385,2,0.8943
11192.5604,0.990111,2,0.8981
11192.5984,0.991461,2,0.9018
11192.6363,0.988172,2,0.9022
11192.6743,0.984365,2,0.8976
11192.7123,0.981221,2,0.8927
11192.7502,0.982862,2,0.8928
11192.7882,0.987141,2,0.8977
11192.8262,0.994502,2,0.9063
11192.8641,0.994044,2,0.9142
11192.9021,0.994959,2,0.919
11192.9401,0.991807,2,0.9206
11192.978,0.992606,2,0.9203
11193.016,0.986793,2,0.9198
11193.0539,0.984642,2,0.9197
11193.0919,0.983866,2,0.92
11193.1299,0.976424,2,0.9204
11193.1678,0.977892,2,0.9209
11193.2058,0.984788,2,0.9214
11193.2438,0.988408,2,0.9217
11193.2817,0.985476,2,0.9211
11193.3197,0.98363,2,0.9189
11193.3576,0.983829,2,0.9143
11193.3956,0.978966,2,0.906
11193.4336,0.984015,2,0.8918
11193.4715,0.982235,2,0.87
11193.5095,0.987578,2,0.8433
11193.5475,0.983871,2,0.8211
11193.5854,0.99045,2,0.8147
11193.6234,0.994329,2,0.8256
11193.6614,0.989169,2,0.8449
11193.6993,0.988053,2,0.866
11193.7373,0.978712,2,0.8808
11193.7752,0.977573,2,0.8861
11193.8132,0.985333,2,0.8798
11193.8512,0.985061,2,0.8581
11193.8891,0.99089,2,0.8206
11193.9271,0.982403,2,0.7743
11193.9651,0.973818,2,0.7397
11194.003,0.971717,2,0.7383
11194.041,0.98668,2,0.7653
11194.079,1.00566,2,0.8074
11194.1169,0.996073,2,0.8479
11194.1549,0.98569,2,0.8764
11194.1928,0.977782,2,0.893
11194.2308,0.97491,2,0.9017
11194.2688,0.969386,2,0.9059
11194.3067,0.969176,2,0.9078
11194.3447,0.970046,2,0.9084
11194.3827,0.97073,2,0.9082
11194.4206,0.96682,2,0.9072
11194.4586,0.961049,2,0.9053
11194.4966,0.957155,2,0.9027
11194.5345,0.955375,2,0.8996
11194.5725,0.951165,2,0.8967
11194.6104,0.947127,2,0.8944
11194.6484,0.944888,2,0.8929
11194.6864,0.948198,2,0.8916
11194.7243,0.943562,2,0.8899
11194.7623,0.934682,2,0.8876
11194.8003,0.940123,2,0.8844
11194.8382,0.936763,2,0.8805
11194.8762,0.934601,2,0.8759
11194.9142,0.938185,2,0.8705
11194.9521,0.940521,2,0.8642
11194.9901,0.934068,2,0.8565
11195.028,0.928796,2,0.8466
11195.066,0.929097,2,0.8325
11195.104,0.926029,2,0.8117
11195.1419,0.91526,2,0.7835
11195.1799,0.907718,2,0.7536
11195.2179,0.899962,2,0.7332
11195.2558,0.910331,2,0.7285
11195.2938,0.915567,2,0.7323
11195.3318,0.915765,2,0.7363
11195.3697,0.908198,2,0.7316
11195.4077,0.902259,2,0.7176
11195.4456,0.892434,2,0.6969
11195.4836,0.887805,2,0.6708
11195.5216,0.87512,2,0.6396
11195.5595,0.87962,2,0.603
11195.5975,0.872148,2,0.5604
11195.6355,0.873585,2,0.511
11196.5466,0.79187,2,0.5104
11196.5845,0.76233,2,0.5575
11196.6225,0.726274,2,0.5981
11196.6605,0.696312,2,0.6328
11196.6984,0.664287,2,0.6624
11196.7364,0.641179,2,0.6876
11196.7744,0.638096,2,0.7088
11196.8123,0.660919,2,0.7262
11196.8503,0.700525,2,0.7398
11196.8883,0.752447,2,0.7495
11196.9262,0.803119,2,0.7553
11196.9642,0.849985,2,0.7587
11197.0021,0.883808,2,0.7624
11197.0401,0.908609,2,0.7688
11197.0781,0.928811,2,0.7784
11197.116,0.944596,2,0.7887
11197.154,0.95142,2,0.7964
11197.192,0.954304,2,0.8001
11197.2299,0.954829,2,0.8003
11197.2679,0.959275,2,0.7988
11197.3059,0.965856,2,0.7974
11197.3438,0.975813,2,0.7943
11197.3818,0.979059,2,0.784
11197.4197,0.982407,2,0.759
11197.4577,0.986879,2,0.7109
11197.4957,0.988913,2,0.6373
11197.5336,0.971771,2,0.5551
11197.5716,0.960213,2,0.5022
11197.6096,0.971373,2,0.5086
11197.6475,0.993072,2,0.5587
11197.6855,1.008158,2,0.6344
11197.7235,0.999135,2,0.7008
11197.7614,0.988761,2,0.7417
11197.7994,0.987043,2,0.7593
11197.8373,0.97707,2,0.7639
11197.8753,0.964586,2,0.7657
11197.9133,0.972241,2,0.7706
11197.9512,0.983245,2,0.7789
11197.9892,0.98685,2,0.7876
11198.0272,0.984271,2,0.7947
11198.0651,0.981659,2,0.7994
11198.1031,0.982845,2,0.8018
11198.1411,0.982297,2,0.8016
11198.179,0.987415,2,0.7982
11198.217,0.985308,2,0.7918
11198.2549,0.991609,2,0.7827
11198.2929,0.990192,2,0.7712
11198.3309,0.990934,2,0.7575
11198.3688,0.990613,2,0.7401
11198.4068,0.993127,2,0.7154
11198.4448,1.003226,2,0.6782
11198.4827,1.01352,2,0.6241
11198.5207,1.02903,2,0.5561
11198.5587,1.046939,1,0.5054
11198.6725,1.072293,1,0.506
11198.7105,1.069423,2,0.5465
11198.7485,1.055839,2,0.5878
11198.7864,1.048606,2,0.6134
11198.8244,1.036688,2,0.6238
11198.8624,1.033157,2,0.6228
11198.9003,1.042583,2,0.6127
11198.9383,1.043103,2,0.5971
11198.9763,1.041184,2,0.5767
11199.0142,1.037776,2,0.5511
11199.0522,1.036244,2,0.5186
11200.8365,1.006258,2,0.5024
11200.8744,1.006644,2,0.5336
11200.9124,1.014164,2,0.5618
11200.9504,1.01818,2,0.5875
11200.9883,1.020281,2,0.6109
11201.0263,1.019761,2,0.6318
11201.0642,1.020704,2,0.6499
11201.1022,1.02554,2,0.6642
11201.1402,1.025812,2,0.6738
11201.1781,1.013813,2,0.6782
11201.2161,1.016491,2,0.6794
11201.2541,1.01369,2,0.6813
11201.292,1.016524,2,0.6852
11201.33,1.026602,2,0.6856
11201.368,1.025464,2,0.6734
11201.4059,1.016248,2,0.6451
11201.4439,0.986278,2,0.6161
11201.4818,0.98117,2,0.6088
11201.5198,1.005235,2,0.6306
11201.5578,1.019772,2,0.6743
11201.5957,1.016116,2,0.7238
11201.6337,0.997274,2,0.7647
11201.6717,0.975527,2,0.7933
11201.7096,0.948956,2,0.8124
11201.7476,0.918108,2,0.8255
11201.7856,0.885661,2,0.8353
11201.8235,0.837585,2,0.843
11201.8615,0.813271,2,0.8493
11201.8994,0.818597,2,0.8548
11201.9374,0.835299,2,0.8597
11201.9754,0.859706,2,0.8642
11202.0133,0.897348,2,0.8686
11202.0513,0.929391,2,0.8726
11202.0893,0.945769,2,0.8762
11202.1272,0.96612,2,0.8795
11202.1652,0.979179,2,0.8825
11202.2032,0.982084,2,0.8853
11202.2411,0.986881,2,0.8878
11202.2791,0.984354,2,0.89
11202.317,0.99243,2,0.8921
11202.355,0.995243,2,0.8941
11202.393,0.994885,2,0.896
11202.4309,0.99548,2,0.898
11202.4689,0.998019,2,0.8999
11202.5069,1.001021,2,0.9016
11202.5448,1.001636,2,0.903
11202.5828,0.994103,2,0.9043
11202.6207,1.003121,2,0.9053
11202.6587,1.006243,2,0.9061
11202.6967,1.001548,2,0.9065
11202.7346,0.995912,2,0.9063
11202.7726,1.001867,2,0.9053
11202.8106,1.001905,2,0.9029
11202.8485,1.004148,2,0.8994
11202.8865,1.00001,2,0.8957
11202.9245,0.996885,2,0.8933
11202.9624,0.995305,2,0.8933
11203.0004,1.001021,2,0.8946
11203.0383,1.006526,2,0.8969
11203.0763,1.001245,2,0.8994
11203.1143,0.99367,2,0.9019
11203.1522,0.981092,2,0.9039
11203.1902,0.973635,2,0.9051
11203.2282,0.956995,2,0.9049
11203.2661,0.944631,2,0.9033
11203.3041,0.936272,2,0.8997
11203.3421,0.939462,2,0.8934
11203.38,0.948246,2,0.8839
11203.418,0.957723,2,0.8721
11203.4559,0.971559,2,0.8608
11203.4939,0.979789,2,0.8533
11203.5319,0.989835,2,0.8495
11203.5698,0.996378,2,0.8464
11203.6078,0.994816,2,0.8405
11203.6458,0.991144,2,0.8292
11203.6837,0.987181,2,0.8103
