element,ion,band,wavelength_air_A,ew_mA,rew,a_1dlte,in_aggregate_1dlte,excluded_reason_1dlte,elo_eV,eup_eV,loggf,n_vald_candidates,network,domain_reason,feature_ok,delta_E_ok,level_ok,stellar_ok,in_domain,delta_E_eV,aberr,aberr_axis_line,aberr_if_extrapolated,a_3dnlte
Fe,I,VIS,4720.962,,,7.395,True,nan,4.1544,6.7799,-1.86,1,gt02,"transition energy Eup-Elo 2.6255 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.6254999999999997,,,0.05481750601784838,
Fe,I,VIS,4726.137,,,7.251,True,nan,2.998,5.6207,-2.89,1,gt02,"transition energy Eup-Elo 2.6227 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.6227,,,0.022445276457312202,
Fe,I,VIS,4741.069,,,7.446,True,nan,3.332,5.9464,-2.4,1,gt02,"transition energy Eup-Elo 2.6144 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.6144,,,0.039995839733391506,
Fe,I,VIS,4787.827,,,7.546,True,nan,2.998,5.5869,-2.62,1,gt02,,True,True,True,True,True,2.5888999999999998,0.023322555397993425,,0.023322555397993425,7.569322555397994
Fe,I,VIS,4807.708,,,7.578,True,nan,3.3683,5.9464,-2.15,1,gt02,,True,True,True,True,True,2.5780999999999996,0.04321664836067324,,0.04321664836067324,7.621216648360673
Fe,I,VIS,4860.978,,,7.815,True,nan,3.3965,5.9464,-2.33,1,gt02,,True,True,True,True,True,2.5498999999999996,0.03945939115555881,,0.03945939115555881,7.854459391155559
Fe,I,VIS,4875.877,,,7.536,True,nan,3.332,5.8741,-1.9,1,gt02,,True,True,True,True,True,2.5421000000000005,0.03175836909793395,,0.03175836909793395,7.567758369097934
Fe,I,VIS,4896.439,,,7.541,True,nan,3.8835,6.4149,-1.89,1,gt02,,True,True,True,True,True,2.5314,0.05212233923886708,,0.05212233923886708,7.593122339238867
Fe,I,VIS,4905.133,,,7.287,True,nan,3.9286,6.4555,-1.73,1,gt02,,True,True,True,True,True,2.5269,0.055686968430200365,0.05882795680102536,0.055686968430200365,7.3426869684302005
Fe,I,VIS,4907.732,,,7.336,True,nan,3.4302,5.9558,-1.7,1,gt02,,True,True,True,True,True,2.5256,0.022977314576195146,0.019933156757761153,0.022977314576195146,7.358977314576196
Fe,I,VIS,4911.529,,,7.596,True,nan,4.2562,6.7799,-1.84,1,gt02,,True,True,True,True,True,2.5237,0.04223647588312493,,0.04223647588312493,7.638236475883125
Fe,I,VIS,4911.779,,,7.598,True,nan,3.9286,6.4521,-1.75,1,gt02,,True,True,True,True,True,2.5235,0.055068645550784806,,0.055068645550784806,7.653068645550785
Fe,I,VIS,4933.873,,,7.365,True,nan,3.9433,6.4555,-1.56,1,gt02,,True,True,True,True,True,2.5122,0.050245292344408166,0.05248100491405132,0.050245292344408166,7.415245292344409
Fe,I,VIS,4934.084,,,7.286,True,nan,3.3014,5.8135,-2.39,1,gt02,,True,True,True,True,True,2.5121,0.03621609981615166,0.03870207627983051,0.03621609981615166,7.322216099816151
Fe,I,VIS,5023.498,,,7.546,True,nan,4.3125,6.7799,-1.67,1,gt02,,True,True,True,True,True,2.4673999999999996,0.04981460520903731,,0.04981460520903731,7.595814605209037
Fe,I,VIS,5099.077,,,7.442,True,nan,3.9841,6.4149,-1.39,1,gt02,,True,True,True,True,True,2.4308,0.027085647260332885,0.028157243204093726,0.027085647260332885,7.469085647260333
Fe,I,VIS,5129.631,,,7.576,True,nan,3.9433,6.3597,-1.67,1,gt02,,True,True,True,True,True,2.4164000000000003,0.03669026343615492,,0.03669026343615492,7.612690263436154
Fe,I,VIS,5285.127,,,7.613,True,nan,4.4346,6.7799,-1.66,1,gt02,,True,True,True,True,True,2.3453,0.05090881668623885,,0.05090881668623885,7.66390881668624
Fe,I,VIS,5288.525,,,7.326,True,nan,3.6946,6.0383,-1.49,1,gt02,,True,True,True,True,True,2.3436999999999997,0.02630381045130932,0.025727809432104717,0.02630381045130932,7.352303810451309
Fe,I,VIS,5373.709,,,7.416,True,nan,4.4733,6.7799,-0.71,1,gt02,,True,True,True,True,True,2.3065999999999995,0.05058577740355617,0.04944601990512949,0.05058577740355617,7.466585777403557
Fe,I,VIS,5379.574,,,7.432,True,nan,3.6946,5.9987,-1.42,1,gt02,,True,True,True,True,True,2.3041000000000005,0.034580951532688725,0.03346162619739991,0.034580951532688725,7.4665809515326895
Fe,I,VIS,5403.822,,,7.256,True,nan,4.0758,6.3696,-0.98,1,gt02,,True,True,True,True,True,2.2938,0.04371360799181728,0.041568257718648985,0.04371360799181728,7.2997136079918175
Fe,I,VIS,5473.9,,,7.508,True,nan,4.1544,6.4187,-0.72,1,gt02,,True,True,True,True,True,2.2643000000000004,0.05010744485954763,,0.05010744485954763,7.558107444859548
Fe,I,VIS,5481.438,,,7.561,True,nan,4.1909,6.4521,-1.33,1,gt02,,True,True,True,True,True,2.2611999999999997,0.04698435225391012,,0.04698435225391012,7.60798435225391
Fe,I,VIS,5483.099,,,7.462,True,nan,4.1544,6.4149,-1.39,1,gt02,,True,True,True,True,True,2.2605000000000004,0.045222918141606075,,0.045222918141606075,7.507222918141606
Fe,I,VIS,5493.499,,,6.838,True,nan,4.1034,6.3597,-1.48,1,gt02,,True,True,True,True,True,2.2563000000000004,0.042726637813379945,0.05155167213849508,0.042726637813379945,6.88072663781338
Fe,I,VIS,5532.747,,,7.137,True,nan,3.5732,5.8135,-1.89,1,gt02,,True,True,True,True,True,2.2403000000000004,0.046594221065015554,0.04290712951537523,0.046594221065015554,7.183594221065015
Fe,I,VIS,5538.516,,,7.497,True,nan,4.2176,6.4555,-1.54,2,gt02,,True,True,True,True,True,2.2379,0.03681450088632292,,0.03681450088632292,7.533814500886323
Fe,I,VIS,5554.894,,,7.347,True,nan,4.5485,6.7799,-0.27,1,gt02,,True,True,True,True,True,2.2314,0.0568097434599899,0.05756255036997142,0.0568097434599899,7.40380974345999
Fe,I,VIS,5563.6,,,7.398,True,nan,4.1909,6.4187,-0.75,1,gt02,,True,True,True,True,True,2.2278000000000002,0.05065153005982703,0.050093934527840986,0.05065153005982703,7.448651530059827
Fe,I,VIS,5573.102,,,7.438,True,nan,4.1909,6.4149,-1.29,1,gt02,,True,True,True,True,True,2.224,0.044210128973034626,0.04459334665146261,0.044210128973034626,7.482210128973034
Fe,I,VIS,5602.767,,,7.527,True,nan,4.1544,6.3666,-0.95,1,gt02,,True,True,True,True,True,2.2122,0.04701652371697164,,0.04701652371697164,7.574016523716971
Fe,I,VIS,5618.632,,,7.39,True,nan,4.2089,6.4149,-1.25,1,gt02,,True,True,True,True,True,2.2060000000000004,0.04389422857419335,0.045214435171365516,0.04389422857419335,7.433894228574193
Fe,I,VIS,5638.262,,,7.436,True,nan,4.2204,6.4187,-0.72,1,gt02,,True,True,True,True,True,2.1983000000000006,0.05012358277772211,0.05012979033886812,0.05012358277772211,7.486123582777722
Fe,I,VIS,5658.532,,,7.388,True,nan,3.4302,5.6207,-1.85,1,gt02,,True,True,True,True,True,2.1905,0.04808774987430581,0.046240866617377044,0.04808774987430581,7.436087749874305
Fe,I,VIS,5705.992,,,7.506,True,nan,4.6076,6.7799,-0.46,1,gt02,,True,True,True,True,True,2.1723,0.05751706010122265,,0.05751706010122265,7.563517060101223
Fe,I,VIS,5712.131,,,7.421,True,nan,3.417,5.5869,-2.01,1,gt02,,True,True,True,True,True,2.1699,0.043387228925860555,0.03972329654324419,0.043387228925860555,7.464387228925861
Fe,I,VIS,5717.833,,,7.479,True,nan,4.2843,6.4521,-0.96,1,gt02,,True,True,True,True,True,2.1677999999999997,0.04301429425372978,,0.04301429425372978,7.52201429425373
Fe,I,VIS,5753.122,,,7.45,True,nan,4.2605,6.4149,-0.62,1,gt02,,True,True,True,True,True,2.1544,0.04462945358171716,0.04467909591824562,0.04462945358171716,7.494629453581718
Fe,I,VIS,5775.081,,,7.49,True,nan,4.2204,6.3666,-1.08,1,gt02,,True,True,True,True,True,2.1462000000000003,0.03805117401006712,,0.03805117401006712,7.528051174010067
Fe,I,VIS,5784.658,,,7.556,True,nan,3.3965,5.5392,-2.67,1,gt02,,True,True,True,True,True,2.1427,0.027113787342301007,,0.027113787342301007,7.583113787342301
Fe,I,VIS,6003.011,,,7.606,True,nan,3.8816,5.9464,-1.1,1,gt02,,True,True,True,True,True,2.0647999999999995,0.03287278667671062,,0.03287278667671062,7.6388727866767105
Fe,I,VIS,6008.556,,,7.615,True,nan,3.8835,5.9464,-0.98,1,gt02,,True,True,True,True,True,2.0628999999999995,0.022402290701225097,,0.022402290701225097,7.637402290701226
Fe,I,VIS,6056.005,,,7.38,True,nan,4.7331,6.7799,-0.32,1,gt02,,True,True,True,True,True,2.0467999999999993,0.05720691782490139,0.05345011479496371,0.05720691782490139,7.437206917824901
Fe,I,VIS,6141.731,,,7.893,True,nan,3.6025,5.6207,-1.46,1,gt02,,True,True,True,True,True,2.0182,0.039961741430695,,0.039961741430695,7.932961741430695
Fe,I,VIS,6232.64,,,7.47,True,nan,3.6537,5.6424,-1.24,1,gt02,,True,True,True,True,True,1.9887000000000001,0.041734773145468515,,0.041734773145468515,7.511734773145468
Fe,I,VIS,6315.811,,,7.369,True,nan,4.0758,6.0383,-1.63,1,gt02,,True,True,True,True,True,1.9624999999999995,0.0277970862274399,0.027022229274157886,0.0277970862274399,7.39679708622744
Fe,I,VIS,6336.823,,,7.474,True,nan,3.6864,5.6424,-0.85,1,gt02,,True,True,True,True,True,1.9560000000000004,0.0280257212833573,,0.0280257212833573,7.502025721283357
Fe,I,VIS,6408.017,,,7.479,True,nan,3.6864,5.6207,-0.99,1,gt02,,True,True,True,True,True,1.9343000000000004,0.03190386815906515,,0.03190386815906515,7.510903868159065
Fe,I,VIS,6627.544,,,7.597,True,nan,4.5485,6.4187,-1.59,1,gt02,,True,True,True,True,True,1.8702000000000005,0.04142924211267637,,0.04142924211267637,7.638429242112677
Fe,I,VIS,6663.231,,,7.397,True,nan,4.5585,6.4187,-1.2,1,gt02,,True,True,True,True,True,1.8601999999999999,0.021507975112245198,0.017317652885649237,0.021507975112245198,7.418507975112245
Fe,I,VIS,6705.101,,,7.301,True,nan,4.607,6.4555,-0.87,1,gt02,,True,True,True,True,True,1.8484999999999996,0.02415526698539089,0.023387364198153474,0.02415526698539089,7.325155266985391
Fe,I,VIS,6725.356,,,7.365,True,nan,4.1034,5.9464,-2.1,1,gt02,,True,True,True,True,True,1.843,0.042986682528911496,0.04340374614675066,0.042986682528911496,7.407986682528912
Fe,I,VIS,6841.339,,,7.226,True,nan,4.607,6.4187,-0.49,1,gt02,"transition energy Eup-Elo 1.8117 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,1.8117,,,0.019113113510113758,
Fe,I,VIS,6843.655,,,7.408,True,nan,4.5485,6.3597,-0.73,1,gt02,"transition energy Eup-Elo 1.8112 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,1.8112000000000004,,,0.00919122701788739,
Fe,I,VIS,6855.161,,,7.461,True,nan,4.5585,6.3666,-0.49,1,gt02,"transition energy Eup-Elo 1.8081 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,1.8080999999999996,,,0.01618210336503638,
Fe,I,VIS,6858.148,,,7.431,True,nan,4.6076,6.4149,-0.9,1,gt02,"transition energy Eup-Elo 1.8073 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,1.8073000000000006,,,0.01759479814929809,
