element,ion,wavelength_air_A,instrument,ew_mA,ew_method,abundance,rew,treatment,in_aggregate,excluded_reason,problem_class,problem_status,problem_tickets,problem_action,ep_eV,continuum_level,continuum_method,continuum_ref,nlte_delta_dex,nlte_source,ew_inversion,profile_sigma_A,profile_sigma_floor_A,profile_gamma_A,sigma_A,frac_rise_weaker,edge_distance_dex,red_chi2,observed_depth,implied_width_A,gate,in_synth_run,synth_ok,synth_A
Fe,I,4875.8768,kpno_solar_atlas,100.4706295961383,"PROFILE-FIT (voigt); gap 0.309 A; model integrated; chi2_red=0.03105; sigma_fit=0.0041 A (init 0.0280, floor 0.0041); ew_err=17.42 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0484",,-4.6860135998963655,,False,REW -4.686 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,,3.332,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.00414118854095,0.00414118854095,0.0612571577095488,,,,0.0310504915523092,0.59392,0.1589201489376293,REW-SATURATED,True,True,7.528
Fe,I,4896.4382,kpno_solar_atlas,58.57232634191704,"PROFILE-FIT (voigt); gap 0.539 A; model integrated; chi2_red=0.0004843; sigma_fit=0.0042 A (init 0.0281, floor 0.0042); ew_err=2.79 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0488",,-4.9221878040353335,,True,,,,,,3.8835,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.004158651786849,0.0041586517865484,0.0560294127365965,,,,0.0004842745052309,0.36475,0.1508568248547181,IN-AGGREGATE,True,True,7.553
Fe,I,4905.1325,kpno_solar_atlas,49.11897352248977,"PROFILE-FIT (voigt); gap 0.086 A; model integrated; chi2_red=0.0003678; sigma_fit=0.0042 A (init 0.0281, floor 0.0042); ew_err=16.61 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0488",,-4.999401460826367,,True,,,,,,3.9286,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0041660363428797,0.0041660360452178,0.0485037551097186,,,,0.0003677724179696,0.34006,0.1356942740060225,IN-AGGREGATE,True,True,7.287
Fe,I,4907.7315,kpno_solar_atlas,89.74055493975509,"PROFILE-FIT (voigt); gap 0.224 A; model integrated; chi2_red=0.007667; sigma_fit=0.0042 A (init 0.0281, floor 0.0042); ew_err=6.54 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0488",,-4.737892043824127,,False,REW -4.738 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,,3.4302,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0041682434333935,0.004168243432619,0.050430024322933,,,,0.0076667938193613,0.59267,0.1422471573077768,REW-SATURATED,True,True,7.349
Fe,I,4911.5294,kpno_solar_atlas,195.76577380423305,"PROFILE-FIT (voigt); gap 0.269 A; model integrated; chi2_red=0.01802; sigma_fit=0.4000 A (init 0.0282, floor 0.0042); ew_err=249.58 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0488",,-4.399479982673926,,False,"OVER-PHYSICAL-WIDTH: the fitted voigt profile has Gaussian sigma 0.4000 A, PINNED at the optimiser's upper bound 0.4000 A, against the 0.0716 A that instrumental + thermal + microturbulent + macroturbulent + rotational broadening together permit at this wavelength (instrumental sigma 0.0042 A; vmac and vsini are counted as Gaussian sigmas, which overstates both, so this is a ceiling and not an expectation). No Doppler mechanism can make a line this wide, so the integrated EW is absorption from something else, not this line's EW.",,,,,4.2562,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.3999999999999999,0.004171469071946,0.3999999999999999,,,,0.0180167528357074,0.45084,0.4079266830919621,OVER-PHYSICAL-WIDTH,True,True,7.609
Fe,I,4934.0834,kpno_solar_atlas,253.7177983433184,"PROFILE-FIT (voigt); gap 0.893 A; model integrated; chi2_red=0.005434; sigma_fit=0.0480 A (init 0.0283, floor 0.0042); ew_err=39.96 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0492",,-4.288855551907596,,False,REW -4.289 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,,3.3014,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0480293305233152,0.004190624676196,0.0766741816493712,,,,0.005433835079913,0.90613,0.263043887779142,REW-SATURATED,True,True,7.312
Fe,I,5023.497,kpno_solar_atlas,123.70008827782364,"PROFILE-FIT (voigt); gap 0.312 A; model integrated; chi2_red=0.009956; sigma_fit=0.3825 A (init 0.0288, floor 0.0043); ew_err=152.78 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0500",,-4.608636137676887,,False,"OVER-PHYSICAL-WIDTH: the fitted voigt profile has Gaussian sigma 0.3825 A, against the 0.0732 A that instrumental + thermal + microturbulent + macroturbulent + rotational broadening together permit at this wavelength (instrumental sigma 0.0043 A; vmac and vsini are counted as Gaussian sigmas, which overstates both, so this is a ceiling and not an expectation). No Doppler mechanism can make a line this wide, so the integrated EW is absorption from something else, not this line's EW.",,,,,4.3125,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.382459349093552,0.0042665655973704,0.1326611531375031,,,,0.0099555728206437,0.38682,0.3004200256104268,OVER-PHYSICAL-WIDTH,True,True,7.547
Fe,I,5099.0767,kpno_solar_atlas,350.2444459604622,"PROFILE-FIT (voigt); gap 1.557 A; model integrated; chi2_red=0.03923; sigma_fit=0.4000 A (init 0.0292, floor 0.0043); ew_err=201.31 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0508",,-4.163120287507395,,False,"OVER-PHYSICAL-WIDTH: the fitted voigt profile has Gaussian sigma 0.4000 A, PINNED at the optimiser's upper bound 0.4000 A, against the 0.0743 A that instrumental + thermal + microturbulent + macroturbulent + rotational broadening together permit at this wavelength (instrumental sigma 0.0043 A; vmac and vsini are counted as Gaussian sigmas, which overstates both, so this is a ceiling and not an expectation). No Doppler mechanism can make a line this wide, so the integrated EW is absorption from something else, not this line's EW.",,,,,3.9841,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.3999999999658259,0.0043307570854672,0.3035455055841303,,,,0.0392255970256231,0.77855,0.4226224252684654,OVER-PHYSICAL-WIDTH,True,True,7.441
Fe,I,5129.6308,kpno_solar_atlas,210.5209843230474,"PROFILE-FIT (voigt); gap 0.270 A; model integrated; chi2_red=0.01796; sigma_fit=0.2926 A (init 0.0294, floor 0.0044); ew_err=39.76 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0512",,-4.3867907163693625,,False,"OVER-PHYSICAL-WIDTH: the fitted voigt profile has Gaussian sigma 0.2926 A, against the 0.0748 A that instrumental + thermal + microturbulent + macroturbulent + rotational broadening together permit at this wavelength (instrumental sigma 0.0044 A; vmac and vsini are counted as Gaussian sigmas, which overstates both, so this is a ceiling and not an expectation). No Doppler mechanism can make a line this wide, so the integrated EW is absorption from something else, not this line's EW.",,,,,3.9433,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.2925777467510942,0.0043567073491816,5.143314992032662e-09,,,,0.0179632462890063,0.56301,0.3512748630070791,OVER-PHYSICAL-WIDTH,True,True,7.592
Fe,I,5285.1268,kpno_solar_atlas,41.08937130908383,"PROFILE-FIT (voigt); gap 0.509 A; model integrated; chi2_red=0.003813; sigma_fit=0.0045 A (init 0.0303, floor 0.0045); ew_err=13.51 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0528",,-5.109325914940639,,True,,,,,,4.4346,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0044888871158033,0.0044887734943647,0.0493685718391529,,,,0.0038129143489641,0.27741,0.1391474249885917,IN-AGGREGATE,True,True,7.621
Fe,I,5288.5247,kpno_solar_atlas,67.55425362657324,"PROFILE-FIT (voigt); gap 0.059 A; model integrated; chi2_red=0.0001397; sigma_fit=0.0272 A (init 0.0303, floor 0.0045); ew_err=1.28 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0528",,-4.8936818370216,,False,REW -4.894 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,,3.6946,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0272258079221411,0.0044916594049651,0.0260284064077216,,,,0.0001397207865925,0.53896,0.117750824164194,REW-SATURATED,True,True,7.344
Fe,I,5373.7082,kpno_solar_atlas,73.16921904701917,"PROFILE-FIT (voigt); gap 2.272 A; model integrated; chi2_red=9.137e-05; sigma_fit=0.0323 A (init 0.0308, floor 0.0046); ew_err=0.74 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0536",,-4.865945660202369,,False,REW -4.866 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,,4.4733,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0322995825602011,0.0045640076099234,0.0247644785070431,,,,9.136687321881264e-05,0.5474399999999999,0.1255624215002747,REW-SATURATED,True,True,7.416
Fe,I,5379.5734,kpno_solar_atlas,67.65803003345668,"PROFILE-FIT (voigt); gap 0.764 A; model integrated; chi2_red=4.097e-05; sigma_fit=0.0354 A (init 0.0308, floor 0.0046); ew_err=3.63 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0536",,-4.900428489002141,,True,,,,,,3.6946,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0353882791658733,0.0045689890522417,0.0164783137921861,,,,4.096991407939888e-05,0.55314,0.1149084781733554,IN-AGGREGATE,True,True,7.444
Fe,I,5403.8215,kpno_solar_atlas,261.2871796547,"PROFILE-FIT (voigt); gap 0.472 A; model integrated; chi2_red=0.01504; sigma_fit=0.0046 A (init 0.0310, floor 0.0046); ew_err=19.34 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0540",,-4.315582893784188,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.327 A from the catalogued position (depth 0.788 vs 0.565 at the line) — the EW is an upper bound on a blend, not this line",,,,,4.0758,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0045895834925823,0.0045895834925811,0.1462557335909583,,,,0.0150407634701131,0.79026,0.3106103269986058,FEATURE-VERIFICATION,True,True,7.265
Fe,I,5473.9004,kpno_solar_atlas,102.9119462935694,"PROFILE-FIT (voigt); gap 0.323 A; model integrated; chi2_red=0.001105; sigma_fit=0.0174 A (init 0.0314, floor 0.0046); ew_err=9.15 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0544",,-4.725831099216819,,False,REW -4.726 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,,4.1544,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0174236242354322,0.0046491030312295,0.0488843387515676,,,,0.0011054716004855,0.62607,0.1544225386485784,REW-SATURATED,True,True,7.515
Fe,I,5481.438,kpno_solar_atlas,196.371812876993,"PROFILE-FIT (voigt); gap 0.028 A; model integrated; chi2_red=0.02476; sigma_fit=0.0047 A (init 0.0314, floor 0.0047); ew_err=43.62 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0544,lm0548",,-4.4458153567236485,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.573 A from the catalogued position (depth 0.501 vs 0.481 at the line) — the EW is an upper bound on a blend, not this line",,,,,4.1909,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0046555048793538,0.0046555048793538,0.2317774664610508,,,,0.0247609931485484,0.5010399999999999,0.3681921633052841,FEATURE-VERIFICATION,True,True,7.607
Fe,I,5483.0985,kpno_solar_atlas,75.47372458569774,"PROFILE-FIT (voigt); gap 0.279 A; model integrated; chi2_red=0.01069; sigma_fit=0.0047 A (init 0.0314, floor 0.0047); ew_err=9.34 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0548",,-4.861230265040091,,False,REW -4.861 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,,4.1544,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0046569151782301,0.0046569151782301,0.066312871184253,,,,0.0106906771709214,0.42896,0.1652900746878843,REW-SATURATED,True,True,7.467
Fe,I,5493.4987,kpno_solar_atlas,67.41741491433592,"PROFILE-FIT (voigt); gap 0.177 A; model integrated; chi2_red=0.005064; sigma_fit=0.0047 A (init 0.0315, floor 0.0047); ew_err=10.60 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0548",,-4.911076930370425,,True,,,,,,4.1034,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0046657482949864,0.0046657482949864,0.072709863933803,,,,0.0050635642995893,0.36305,0.1744509924365488,IN-AGGREGATE,True,True,6.837
Fe,I,5532.7462,kpno_solar_atlas,66.44469201610461,"PROFILE-FIT (voigt); gap 0.118 A; model integrated; chi2_red=0.0009585; sigma_fit=0.0627 A (init 0.0317, floor 0.0047); ew_err=6.70 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0552",,-4.920480455843014,,True,,,,,,3.5732,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0626636216848708,0.0046990820529806,0.0347526565222473,,,,0.0009584593931121,0.35682,0.1749358798600016,IN-AGGREGATE,True,True,7.232
Fe,I,5554.8938,kpno_solar_atlas,110.41710933860428,"PROFILE-FIT (voigt); gap 0.228 A; model integrated; chi2_red=0.000261; sigma_fit=0.0440 A (init 0.0319, floor 0.0047); ew_err=6.01 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0552",,-4.701639387040318,,False,REW -4.702 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,,4.5485,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.043953606699376,0.0047178924928444,0.0361443822905852,,,,0.0002609932307695,0.61312,0.1691837629158081,REW-SATURATED,True,True,7.348
Fe,I,5563.5995,kpno_solar_atlas,108.84250569929549,"PROFILE-FIT (voigt); gap 0.085 A; model integrated; chi2_red=0.0004798; sigma_fit=0.0603 A (init 0.0319, floor 0.0047); ew_err=19.90 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0556",,-4.708557328162439,,False,REW -4.709 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,,4.1909,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0602785176913038,0.0047252864337826,0.0190678601316672,,,,0.000479790570468,0.60405,0.169275237746871,REW-SATURATED,True,True,7.396
Fe,I,5573.1017,kpno_solar_atlas,263.0909947401096,"PROFILE-FIT (voigt); gap 0.574 A; model integrated; chi2_red=0.005464; sigma_fit=0.0047 A (init 0.0320, floor 0.0047); ew_err=9.97 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0556",,-4.325990985283937,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.247 A from the catalogued position (depth 0.791 vs 0.442 at the line) — the EW is an upper bound on a blend, not this line",,,,,4.1909,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0047333568595629,0.0047333568595476,0.1396545075330597,,,,0.0054635017895761,0.7924,0.3119100052360333,FEATURE-VERIFICATION,True,True,7.439
Fe,I,5618.632,kpno_solar_atlas,59.252497142566334,"PROFILE-FIT (voigt); gap 0.963 A; model integrated; chi2_red=0.0001783; sigma_fit=0.0307 A (init 0.0322, floor 0.0048); ew_err=7.11 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0560",,-4.976923930300804,,True,,,,,,4.2089,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0307292118679135,0.0047720267366507,0.0251830755891852,,,,0.0001782831186141,0.45348,0.1227485328388714,IN-AGGREGATE,True,True,7.395
Fe,I,5638.2617,kpno_solar_atlas,90.85125990953053,"PROFILE-FIT (voigt); gap 0.476 A; model integrated; chi2_red=0.0007763; sigma_fit=0.0335 A (init 0.0323, floor 0.0048); ew_err=12.14 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0560",,-4.792814275381756,,False,REW -4.793 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,,4.2204,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0335288125468976,0.0047886986691127,0.0315215582200073,,,,0.0007763091070118,0.59903,0.1424787746454169,REW-SATURATED,True,True,7.449
Fe,I,5658.5313,kpno_solar_atlas,281.5547243353968,"PROFILE-FIT (voigt); gap 0.126 A; model integrated; chi2_red=0.01206; sigma_fit=0.1546 A (init 0.0324, floor 0.0048); ew_err=62.07 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0564",,-4.303140903553705,,False,"OVER-PHYSICAL-WIDTH: the fitted voigt profile has Gaussian sigma 0.1546 A, against the 0.0825 A that instrumental + thermal + microturbulent + macroturbulent + rotational broadening together permit at this wavelength (instrumental sigma 0.0048 A; vmac and vsini are counted as Gaussian sigmas, which overstates both, so this is a ceiling and not an expectation). No Doppler mechanism can make a line this wide, so the integrated EW is absorption from something else, not this line's EW.",,,,,3.4302,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.1545602462220781,0.004805914082605,0.0978759519321413,,,,0.0120554684811113,0.7060500000000001,0.374623615940338,OVER-PHYSICAL-WIDTH,True,True,7.4
Fe,I,5705.9918,kpno_solar_atlas,123.79681134210423,"PROFILE-FIT (voigt); gap 0.528 A; model integrated; chi2_red=0.008578; sigma_fit=0.0201 A (init 0.0327, floor 0.0048); ew_err=15.09 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0568",,-4.6636216845800496,,False,REW -4.664 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,,4.6076,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0200578107338891,0.0048462233206784,0.0742874674444172,,,,0.0085784531143231,0.55775,0.2085151762598307,REW-SATURATED,True,True,7.56
