element,ion,band,wavelength_air_A,ew_mA,rew,a_1dlte,in_aggregate_1dlte,excluded_reason_1dlte,elo_eV,eup_eV,loggf,n_vald_candidates,network,domain_reason,feature_ok,delta_E_ok,level_ok,stellar_ok,in_domain,delta_E_eV,aberr,aberr_axis_line,aberr_if_extrapolated,a_3dnlte
Fe,I,VIS,4494.563,,,7.514,True,nan,2.1979,4.9556,-1.14,1,gt02,"transition energy Eup-Elo 2.7577 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction; upper level 4.9556 eV is not within 0.02 eV of any level in the training set",True,False,False,True,False,2.7576999999999994,,,0.08721114535889365,
Fe,I,VIS,4495.391,,,7.002,True,nan,2.8852,5.6424,-3.39,1,gt02,"transition energy Eup-Elo 2.7572 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.7572,,,0.04397992028664949,
Fe,I,VIS,4495.953,,,6.989,True,nan,3.6537,6.4106,-1.7,1,gt02,"transition energy Eup-Elo 2.7569 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.7568999999999995,,,0.059509759127788914,
Fe,I,VIS,4514.184,,,7.536,True,nan,3.0469,5.7926,-1.96,1,gt02,"transition energy Eup-Elo 2.7457 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction; lower level 3.0469 eV is not within 0.02 eV of any level in the training set",True,False,False,True,False,2.7457000000000003,,,0.032882940289723855,
Fe,I,VIS,4528.757,,,7.326,True,nan,3.3014,6.0383,-2.02,1,gt02,"transition energy Eup-Elo 2.7369 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.7368999999999994,,,0.0465307124157438,
Fe,I,VIS,4531.636,,,7.438,True,nan,3.6343,6.3696,-1.95,1,gt02,"transition energy Eup-Elo 2.7353 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.7353,,,0.0625838789548458,
Fe,I,VIS,4547.847,,,7.357,True,nan,3.5465,6.272,-0.82,1,gt02,"transition energy Eup-Elo 2.7255 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction; upper level 6.2720 eV is not within 0.02 eV of any level in the training set",True,False,False,True,False,2.7255000000000003,,,0.08079001963845657,
Fe,I,VIS,4554.451,,,7.276,True,nan,2.8654,5.5869,-2.81,1,gt02,"transition energy Eup-Elo 2.7215 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.7215,,,0.02321982464761728,
Fe,I,VIS,4565.662,,,7.327,True,nan,3.241,5.9558,-2.17,1,gt02,"transition energy Eup-Elo 2.7148 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.7148,,,0.04960194427755725,
Fe,I,VIS,4574.216,,,7.507,True,nan,3.2112,5.9209,-2.35,1,gt02,"transition energy Eup-Elo 2.7097 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.7096999999999998,,,0.046484022580789694,
Fe,I,VIS,4581.508,,,8.258,True,nan,3.241,5.9464,-1.83,1,gt02,"transition energy Eup-Elo 2.7054 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.7053999999999996,,,0.032772998952719276,
Fe,I,VIS,4595.358,,,7.301,True,nan,3.3014,5.9987,-1.73,1,gt02,"transition energy Eup-Elo 2.6973 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.6973000000000003,,,0.03674165503859417,
Fe,I,VIS,4607.646,,,7.408,True,nan,3.2657,5.9558,-1.33,2,gt02,"transition energy Eup-Elo 2.6901 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.6901,,,0.053801819113030794,
Fe,I,VIS,4611.184,,,7.1,True,nan,2.8512,5.5392,-2.62,1,gt02,"transition energy Eup-Elo 2.6880 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.688,,,0.02432474131919582,
Fe,I,VIS,4619.288,,,7.478,True,nan,3.6025,6.2858,-1.06,1,gt02,"transition energy Eup-Elo 2.6833 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction; upper level 6.2858 eV is not within 0.02 eV of any level in the training set",True,False,False,True,False,2.6833,,,0.07907972105282264,
Fe,I,VIS,4625.045,,,7.492,True,nan,3.241,5.9209,-1.27,1,gt02,"transition energy Eup-Elo 2.6799 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.6798999999999995,,,0.0556143479365227,
Fe,I,VIS,4630.12,,,7.597,True,nan,2.2786,4.9556,-2.58,1,gt02,"transition energy Eup-Elo 2.6770 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction; upper level 4.9556 eV is not within 0.02 eV of any level in the training set",True,False,False,True,False,2.6769999999999996,,,0.005210899159219809,
Fe,I,VIS,4637.503,,,7.498,True,nan,3.283,5.9558,-1.29,1,gt02,"transition energy Eup-Elo 2.6728 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.6728,,,0.05240621636605282,
Fe,I,VIS,4654.605,,,7.371,True,nan,3.6025,6.2655,-1.14,1,gt02,"transition energy Eup-Elo 2.6630 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction; upper level 6.2655 eV is not within 0.02 eV of any level in the training set",True,False,False,True,False,2.6630000000000003,,,0.07273910278959078,
Fe,I,VIS,4654.631,,,7.376,True,nan,3.2112,5.8741,-1.34,1,gt02,"transition energy Eup-Elo 2.6629 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.6629000000000005,,,0.05712706191862016,
Fe,I,VIS,4667.453,,,7.56,True,nan,3.6025,6.2581,-0.71,2,gt02,"transition energy Eup-Elo 2.6556 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction; upper level 6.2581 eV is not within 0.02 eV of any level in the training set",True,False,False,True,False,2.6555999999999997,,,0.06716988056877217,
Fe,I,VIS,4668.134,,,7.314,True,nan,3.2657,5.9209,-1.08,2,gt02,"transition energy Eup-Elo 2.6552 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.6552,,,0.05632319815923295,
Fe,I,VIS,4669.171,,,7.517,True,nan,3.6537,6.3083,-1.25,1,gt02,"transition energy Eup-Elo 2.6546 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction; upper level 6.3083 eV is not within 0.02 eV of any level in the training set",True,False,False,True,False,2.6546,,,0.07148720846955668,
Fe,I,VIS,4678.846,,,7.417,True,nan,3.6025,6.2517,-0.68,1,gt02,"transition energy Eup-Elo 2.6492 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction; upper level 6.2517 eV is not within 0.02 eV of any level in the training set",True,False,False,True,False,2.6491999999999996,,,0.06547146777471784,
Fe,I,VIS,4704.948,,,7.435,True,nan,3.6864,6.3208,-1.32,1,gt02,"transition energy Eup-Elo 2.6344 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.6344000000000003,,,0.06052136964132232,
Fe,I,VIS,4707.274,,,7.579,True,nan,3.241,5.8741,-0.96,1,gt02,"transition energy Eup-Elo 2.6331 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.6331,,,0.061661456448199134,
Fe,I,VIS,4708.968,,,7.586,True,nan,3.6398,6.272,-2.07,1,gt02,"transition energy Eup-Elo 2.6322 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction; upper level 6.2720 eV is not within 0.02 eV of any level in the training set",True,False,False,True,False,2.6322,,,0.04756857973830035,
Fe,I,VIS,4709.088,,,7.592,True,nan,3.6537,6.2858,-1.32,1,gt02,"transition energy Eup-Elo 2.6321 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction; upper level 6.2858 eV is not within 0.02 eV of any level in the training set",True,False,False,True,False,2.6321,,,0.06002526217713447,
Fe,I,VIS,4720.962,,,7.392,True,nan,4.1544,6.7799,-1.86,1,gt02,"transition energy Eup-Elo 2.6255 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.6254999999999997,,,0.05483662026015891,
Fe,I,VIS,4726.137,,,7.251,True,nan,2.998,5.6207,-2.89,1,gt02,"transition energy Eup-Elo 2.6227 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.6227,,,0.02246075727029613,
Fe,I,VIS,4727.395,,,7.568,True,nan,3.6864,6.3083,-1.06,1,gt02,"transition energy Eup-Elo 2.6219 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction; upper level 6.3083 eV is not within 0.02 eV of any level in the training set",True,False,False,True,False,2.6219,,,0.0723223472615331,
Fe,I,VIS,4736.773,,,7.667,True,nan,3.2112,5.8279,-0.67,1,gt02,"transition energy Eup-Elo 2.6167 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.6167,,,0.08011628161325443,
Fe,I,VIS,4741.069,,,7.45,True,nan,3.332,5.9464,-2.4,1,gt02,"transition energy Eup-Elo 2.6144 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.6144,,,0.04015576814405433,
Fe,I,VIS,4745.8,,,7.375,True,nan,3.6537,6.2655,-1.25,1,gt02,"transition energy Eup-Elo 2.6118 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction; upper level 6.2655 eV is not within 0.02 eV of any level in the training set",True,False,False,True,False,2.6118,,,0.06423004624050448,
Fe,I,VIS,4768.32,,,7.548,True,nan,3.6864,6.2858,-1.41,1,gt02,"transition energy Eup-Elo 2.5994 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction; upper level 6.2858 eV is not within 0.02 eV of any level in the training set",True,False,False,True,False,2.5994,,,0.04391327867620262,
Fe,I,VIS,4768.396,,,7.552,True,nan,2.9398,5.5392,-2.27,1,gt02,"transition energy Eup-Elo 2.5994 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.5994,,,0.029003012100369208,
Fe,I,VIS,4787.827,,,7.495,True,nan,2.998,5.5869,-2.62,1,gt02,,True,True,True,True,True,2.5888999999999998,0.02334516850966227,,0.02334516850966227,7.518345168509662
Fe,I,VIS,4807.708,,,7.575,True,nan,3.3683,5.9464,-2.15,1,gt02,,True,True,True,True,True,2.5780999999999996,0.04337110367840823,,0.04337110367840823,7.618371103678409
Fe,I,VIS,4843.143,,,7.394,True,nan,3.3965,5.9558,-1.65,1,gt02,,True,True,True,True,True,2.5593,0.02884686722303971,0.026876738501945815,0.02884686722303971,7.42284686722304
Fe,I,VIS,4855.673,,,7.447,True,nan,3.3683,5.9209,-1.63,1,gt02,,True,True,True,True,True,2.5525999999999995,0.031320316407960916,0.03097287204772578,0.031320316407960916,7.478320316407961
Fe,I,VIS,4860.978,,,7.825,True,nan,3.3965,5.9464,-2.33,1,gt02,,True,True,True,True,True,2.5498999999999996,0.039637653842324344,,0.039637653842324344,7.864637653842324
Fe,I,VIS,4871.318,,,7.359,True,nan,2.8654,5.4099,-0.34,1,gt02,upper level 5.4099 eV is not within 0.02 eV of any level in the training set,True,True,False,True,False,2.5445,,,0.08935936851271298,
Fe,I,VIS,4875.877,,,7.536,True,nan,3.332,5.8741,-1.9,1,gt02,,True,True,True,True,True,2.5421000000000005,0.03178234497583736,,0.03178234497583736,7.567782344975837
Fe,I,VIS,4882.143,,,7.491,True,nan,3.417,5.9558,-1.48,1,gt02,,True,True,True,True,True,2.5388,0.03255243736754547,,0.03255243736754547,7.523552437367545
Fe,I,VIS,4885.43,,,7.56,True,nan,3.8816,6.4187,-0.97,1,gt02,,True,True,True,True,True,2.5371,0.05559345746637068,,0.05559345746637068,7.61559345746637
Fe,I,VIS,4889.102,,,7.781,True,nan,3.8835,6.4187,-1.19,1,gt02,,True,True,True,True,True,2.5352,0.05342470330556466,,0.05342470330556466,7.834424703305564
Fe,I,VIS,4890.755,,,7.242,True,nan,2.8755,5.4099,-0.38,1,gt02,upper level 5.4099 eV is not within 0.02 eV of any level in the training set,True,True,False,True,False,2.5344,,,0.0891158059159867,
Fe,I,VIS,4896.439,,,7.544,True,nan,3.8835,6.4149,-1.89,1,gt02,,True,True,True,True,True,2.5314,0.052245350974270896,,0.052245350974270896,7.596245350974271
Fe,I,VIS,4903.31,,,7.316,True,nan,2.882,5.4099,-0.89,1,gt02,upper level 5.4099 eV is not within 0.02 eV of any level in the training set,True,True,False,True,False,2.5279000000000003,,,0.06844228335002189,
Fe,I,VIS,4905.133,,,7.288,True,nan,3.9286,6.4555,-1.73,1,gt02,,True,True,True,True,True,2.5269,0.05590790172903931,0.05880692013611839,0.05590790172903931,7.34390790172904
