filepath,filename,is_science_product,instrume,opt_elem,cenwave,object,date_obs,exptime,proposid,pr_inv_l,detector,wl_min_A,wl_max_A,target_confirmed,is_science_grating,flags
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_14350_stis_hd61421_od06/hst_14350_stis_hd61421_e230h_od0611_cspec.fits,hst_14350_stis_hd61421_e230h_od0611_cspec.fits,False,STIS,UNKNOWN,2762,HD61421,UNKNOWN,0.0,14350,UNKNOWN,NUV-MAMA,2621.391845703125,2888.29443359375,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_14350_stis_hd61421_od06/hst_14350_stis_hd61421_e230h_od06_cspec.fits,hst_14350_stis_hd61421_e230h_od06_cspec.fits,False,STIS,UNKNOWN,2762,HD61421,UNKNOWN,0.0,14350,UNKNOWN,NUV-MAMA,2620.89453125,2887.739501953125,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_14789_stis_hd61421_od55/hst_14789_stis_hd61421_e140h-e230h_od5511_cspec.fits,hst_14789_stis_hd61421_e140h-e230h_od5511_cspec.fits,False,STIS,UNKNOWN,MULTI,HD61421,UNKNOWN,0.0,14789,UNKNOWN,MULTI,1386.0643310546875,2888.26904296875,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_14789_stis_hd61421_od55/hst_14789_stis_hd61421_e140h-e230h_od55_cspec.fits,hst_14789_stis_hd61421_e140h-e230h_od55_cspec.fits,False,STIS,UNKNOWN,MULTI,HD61421,UNKNOWN,0.0,14789,UNKNOWN,MULTI,1386.0643310546875,2888.26904296875,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_14789_stis_hd61421_od55/hst_14789_stis_hd61421_e140h_od5511_cspec.fits,hst_14789_stis_hd61421_e140h_od5511_cspec.fits,False,STIS,UNKNOWN,1489,HD61421,UNKNOWN,0.0,14789,UNKNOWN,FUV-MAMA,1386.05712890625,1586.5491943359375,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_14789_stis_hd61421_od55/hst_14789_stis_hd61421_e140h_od55_cspec.fits,hst_14789_stis_hd61421_e140h_od55_cspec.fits,False,STIS,UNKNOWN,1489,HD61421,UNKNOWN,0.0,14789,UNKNOWN,FUV-MAMA,1386.05712890625,1586.5491943359375,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_14789_stis_hd61421_od55/hst_14789_stis_hd61421_e230h_od5510_cspec.fits,hst_14789_stis_hd61421_e230h_od5510_cspec.fits,False,STIS,UNKNOWN,2762,HD61421,UNKNOWN,0.0,14789,UNKNOWN,NUV-MAMA,2620.89453125,2887.7373046875,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_14789_stis_hd61421_od55/hst_14789_stis_hd61421_e230h_od5511_cspec.fits,hst_14789_stis_hd61421_e230h_od5511_cspec.fits,False,STIS,UNKNOWN,2762,HD61421,UNKNOWN,0.0,14789,UNKNOWN,NUV-MAMA,2621.404052734375,2888.2939453125,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_14789_stis_hd61421_od55/hst_14789_stis_hd61421_e230h_od55_cspec.fits,hst_14789_stis_hd61421_e230h_od55_cspec.fits,False,STIS,UNKNOWN,2762,HD61421,UNKNOWN,0.0,14789,UNKNOWN,NUV-MAMA,2621.404052734375,2888.2939453125,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_14877_cos_-rho-cnc_lddr/hst_14877_cos_-rho-cnc_g130m_lddr01_cspec.fits,hst_14877_cos_-rho-cnc_g130m_lddr01_cspec.fits,False,COS,UNKNOWN,1291,-RHO-CNC,UNKNOWN,0.0,14877,UNKNOWN,FUV,1131.21044921875,1434.6959228515625,False,False,"['TARGET_MISMATCH: -RHO-CNC', 'ZERO_EXPTIME']"
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_14877_cos_-rho-cnc_lddr/hst_14877_cos_-rho-cnc_g130m_lddr02_cspec.fits,hst_14877_cos_-rho-cnc_g130m_lddr02_cspec.fits,False,COS,UNKNOWN,1291,-RHO-CNC,UNKNOWN,0.0,14877,UNKNOWN,FUV,1131.1370849609375,1434.5721435546875,False,False,"['TARGET_MISMATCH: -RHO-CNC', 'ZERO_EXPTIME']"
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_14877_cos_-rho-cnc_lddr/hst_14877_cos_-rho-cnc_g130m_lddr_cspec.fits,hst_14877_cos_-rho-cnc_g130m_lddr_cspec.fits,False,COS,UNKNOWN,1291,-RHO-CNC,UNKNOWN,0.0,14877,UNKNOWN,FUV,1131.1375732421875,1434.6927490234375,False,False,"['TARGET_MISMATCH: -RHO-CNC', 'ZERO_EXPTIME']"
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_15327_stis_hd61421_odg7/hst_15327_stis_hd61421_e140h-e230h_odg710_cspec.fits,hst_15327_stis_hd61421_e140h-e230h_odg710_cspec.fits,False,STIS,UNKNOWN,MULTI,HD61421,UNKNOWN,0.0,15327,UNKNOWN,MULTI,1199.7447509765625,2887.76318359375,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_15327_stis_hd61421_odg7/hst_15327_stis_hd61421_e140h-e230h_odg751_cspec.fits,hst_15327_stis_hd61421_e140h-e230h_odg751_cspec.fits,False,STIS,UNKNOWN,MULTI,HD61421,UNKNOWN,0.0,15327,UNKNOWN,MULTI,1199.945556640625,2888.250244140625,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_15327_stis_hd61421_odg7/hst_15327_stis_hd61421_e140h-e230h_odg7_cspec.fits,hst_15327_stis_hd61421_e140h-e230h_odg7_cspec.fits,False,STIS,UNKNOWN,MULTI,HD61421,UNKNOWN,0.0,15327,UNKNOWN,MULTI,1199.745361328125,2888.250244140625,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_15327_stis_hd61421_odg7/hst_15327_stis_hd61421_e140h_odg710_cspec.fits,hst_15327_stis_hd61421_e140h_odg710_cspec.fits,False,STIS,UNKNOWN,MULTI,HD61421,UNKNOWN,0.0,15327,UNKNOWN,FUV-MAMA,1199.7376708984375,1586.267578125,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_15327_stis_hd61421_odg7/hst_15327_stis_hd61421_e140h_odg751_cspec.fits,hst_15327_stis_hd61421_e140h_odg751_cspec.fits,False,STIS,UNKNOWN,MULTI,HD61421,UNKNOWN,0.0,15327,UNKNOWN,FUV-MAMA,1199.9383544921875,1581.0045166015625,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_15327_stis_hd61421_odg7/hst_15327_stis_hd61421_e140h_odg7_cspec.fits,hst_15327_stis_hd61421_e140h_odg7_cspec.fits,False,STIS,UNKNOWN,MULTI,HD61421,UNKNOWN,0.0,15327,UNKNOWN,FUV-MAMA,1199.73828125,1586.26513671875,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_15327_stis_hd61421_odg7/hst_15327_stis_hd61421_e230h_odg710_cspec.fits,hst_15327_stis_hd61421_e230h_odg710_cspec.fits,False,STIS,UNKNOWN,2762,HD61421,UNKNOWN,0.0,15327,UNKNOWN,NUV-MAMA,2620.9443359375,2887.7880859375,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_15327_stis_hd61421_odg7/hst_15327_stis_hd61421_e230h_odg751_cspec.fits,hst_15327_stis_hd61421_e230h_odg751_cspec.fits,False,STIS,UNKNOWN,2762,HD61421,UNKNOWN,0.0,15327,UNKNOWN,NUV-MAMA,2621.37939453125,2888.275146484375,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_15327_stis_hd61421_odg7/hst_15327_stis_hd61421_e230h_odg7_cspec.fits,hst_15327_stis_hd61421_e230h_odg7_cspec.fits,False,STIS,UNKNOWN,2762,HD61421,UNKNOWN,0.0,15327,UNKNOWN,NUV-MAMA,2620.9443359375,2888.275146484375,True,False,['ZERO_EXPTIME']
