filename,sha256,bytes,bibliography_key,review_scope,inspection,duplicate_of,canonical_state
2602.14294v1 (1).pdf,c82b00b562e9ec42bc1ec4e48ba8906433f7254f514c92185d5d24fa1d388d43,4385306,elgueta2026,AL_SOURCE_OR_REPLICATION,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
2602.14294v1.pdf,c82b00b562e9ec42bc1ec4e48ba8906433f7254f514c92185d5d24fa1d388d43,4385306,elgueta2026,AL_SOURCE_OR_REPLICATION,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,2602.14294v1 (1).pdf,RESOLVED
2605.11095v1.pdf,ead9b63c20f87ed77ad5a64c8527f0689a01951b58d471fe9f9edc0aa41959c1,689882,lim2026,AL_RELATED_CONTEXT_NOT_ADOPTED,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
2606.11329v1.pdf,d8d9b233ee0f272743b3a42786e9302b299b7e2158fc5f9d2ccc32996c752e14,16417227,,AL_RELATED_CONTEXT_NOT_ADOPTED,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,NOT_ADOPTED
3D Hydrodynamical Model Atmospheres (Magic et al. 2013).pdf,9ddb45297120585c20c01f6ac8b37fe9f2b27fc29dd1d1dc7a9445cbd032d2d3,2224460,magic2013,SHARED_MODEL_HOLDING_OR_COMPONENT_CONTEXT,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
504252821_18490230325071691_349452631351109155_n.webp,47510e23b925674314cea102fd0361a24675488c33b326a5aa0ada4bd945c989,228738,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
532658452_1353698992781049_3341790695388709691_n.jpg,b54f8838ee63b091f666389d2e3b274ec5c4838ad532949911d4a7c321cf3b8b,22017,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
6wnzybptvg7h1.png,534bb475a92882aa3ff981d921aa20c69c2ae9ff16a4dc437b6a439beb87cb05,44510,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
763824601_10164937882319312_4280018766519416603_n.jpg,d60cd8e3560f737999c5caed4123609206ec8e7185d4d96e3133df036ed95baa,10244,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
784181392_10164004248969081_1774303573600923474_n.jpg,e8a9bf67e7151264958c0da4dbf752e96b3e886c03f3f2e79a7a798e71b22d7a,42950,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
AbundancesLodders.pdf,b37eef771e9378f9c88171fb116390d91dcd9898a6c1c6638d03b24e94b5fc5c,2532588,lodders2025,AL_RELATED_CONTEXT_NOT_ADOPTED,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
Apslund 2021.pdf,bcd9e4527eec239df0f44ee3f2f64a7757896a8cf18eac1c343478489e959938,1247556,asplund2021,AL_SOURCE_OR_REPLICATION,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
Apslund2010.pdf,993c1092ac2333a2218cdda6c3cc15bb488da8518ef132b7701a91dcaabb9d7c,472351,mucciarelli2011,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
BRUNTT2010.pdf,80c43103c58f7425e9516f038693b751890f7ec415efc1c46ac31253569cff74,1409565,bruntt2010,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,1002.4268v1.pdf,RESOLVED
Baker_2020_ApJS_247_24.pdf,1b6cee09d66d9a7ce62c865013467fdbd4ac226588bd4889cc09244434661dce,2210141,baker2020,SHARED_MODEL_HOLDING_OR_COMPONENT_CONTEXT,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
Belmonte_2017_ApJ_848_125.pdf,11fad44b0b4a4b6ba4e6f035985fd9977a5878b44d303982479c7bd4b5a94b35,626980,belmonte2017,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
Bergin_2024_ApJ_965_147.pdf,78ca625d0c11d531806dadcc814c892e998a9e9857d0c14200f96b1d24632842,1201489,bergin2024_isotopic,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
Brooke_2014_ApJS_210_23.pdf,7fd3329a6a441be1d811057fb481feebd63e2b094bb3e31d58e787df0fbf7310,853531,,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,NOT_ADOPTED
Buurman1986_Al.pdf,421574f850eaa017888dae073a0ff0b7dd7ccfa2111cd829be7c65b15dfc38cd,62393,buurman1986_al,AL_SOURCE_OR_REPLICATION,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
Buurman1990_Al.pdf,b0c58c9a0688d70cf2d2724ff3ba0babef2f8d04b89543ee433627d7e3d38607,50043,buurman_donszelmann1990_al,AL_SOURCE_OR_REPLICATION,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
C and O Abundances.pdf,7683b3a0ae57c70f8f1f3cb3a6fb785babed42d516f0fcf5954bfd44c45a0d41,942995,bergin2024_co,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
C and O in Disks.pdf,c3b57edf14918ff56b6e273c026b9cde1518f8ed4f5b809b4fbdae2774417238,1770584,eistrup2018,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
Cand O HArps.pdf,db83f4bb5169f1048e57e69cb5d15b2ea86620e89ea330bb3ae8807e91ec3ba2,2540911,bertrandelis2015,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
Carbon.pdf,727fb76a67941f0cca6956501ecef118c493b88aa98ece5cb6fa2f05c56825f3,484093,fabbian2006,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
Den_Hartog_2011_ApJS_194_35.pdf,ea03e9865893b27e613e06f5d06712df5c24885081fd83d6ba8a45c54cce7253,281026,denhartog2011,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
Den_Hartog_2014_ApJS_215_23.pdf,2889a90a19569bc282c2a24d55ac14fe2cdd558082d3e3f20f83c09880f4b064,571941,denhartog2014,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
Den_Hartog_2019_ApJS_243_33.pdf,c930ed265c0865009f67a5f8296b354046127ac37a4cc70a1a08b1148975bbb9,1079148,denhartog2019,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
GPSxKGpG02voodqctIJJsaCbWUbBiOv6KIrs0XwGKMuxZlfvTg_QCiFx---S-VqOfHukemDjj6r_eCiszqiR8R1ivUHQexZrNrscgHpk6pLo7K8bQJPDWTdbpWBqPjYsjXETaN1CXc7xcusCrX4UBW6SCUUaAcnb4e5sRbvUeru7RwiHkyM33oCoz-4Snbnm.jpeg,657d2650eece4796ae8e847d9dc9f0e1f6f6ab6243d3fe9b6669d450afd827a4,202864,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
Gray_D_The-observation-and-analysis-of-stellar-photospheres_2005.pdf,94312be46ad32fe30157de4c30429327ca08b3969c2c759d573fad77c37bfb6b,59203264,gray2005,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
HARPS-telluric-STOP-2026-08-19.md,69a137d20ec481284228cfbe8257f5f9718a1601d0521b36ee450c40cf192b4c,3818,codex_note_harps_telluric_stop_2026_08_19,OTHER_SCOPE_NOT_USED_RYA1134,SUPPLEMENT_IDENTITY,,RESOLVED
MARCS Stellar Model.pdf,c79d8bf6ee086557169bd98d28a2d66afe60b07a33087fee0d3de287e95f6623,479379,gustafsson2008,SHARED_MODEL_HOLDING_OR_COMPONENT_CONTEXT,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
Masseron_2014_AA_571_A47_CH.epub,398e656af58339d636f28ea661ab74fe98b8085c24b73272bf30367ef1b7e30e,491469,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
Metal Poor.pdf,9813f7dd4212eb88a33376d2c5196bbf17bd265987ad354af4abffc2a7b3a15e,1193855,lagae2025,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
Microturbulence.pdf,e89e9711766cbbe8d9afd9c1a6f58a045baa4c888d73dc40de15995a771a5c6f,994453,asplund2009,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
Nandakumar_2024_ApJ_964_96.pdf,5bf4deb280245cd31a4b0a5b1a28a17249c302f6f98aa6c8a8964707fb73c2af,1446660,nandakumar2024,AL_SOURCE_OR_REPLICATION,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
O967UJDGExOJstUMBLjGTkWS1Ao5aGFh4FZF0C_fTdSoFuS9uHFNM2xx3M3hnGvfqN3Z7JrqbNn9HXoySxmuVdND9wL68sAvYWd1YMcQEBO2TDH95yaC1IUPKQq5AoNzvR6lK1qCCL84To6jApO4H_5wR1rLABVjS82viiwT8o1qZvI_KkPlFzF7-YaKv9Kn.jpeg,efa771bc703dec9a37d33b66a9427f72453c70c512cb029714550e4af3e3ef93,77769,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
Oxygen Abudances.pdf,8a9775d50bfe8277a100f1cd8dd68fd8aec09eb4c3a72aa73be238f280d62d8d,3578285,ramirez2013,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
PXL_20210926_014742690.jpg,1a3a4172084f9d2a879c17e3956a09988f4479a5b714bbd392555a4a61a6c27e,175101,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
PXL_20260711_190908247.jpg,05b260583c12492b58d314227ad5a4839dc124fec5344d4bdd7238f957e0802d,420502,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
PXL_20260801_180459130.jpg,c4c8ce8f2a08df9d4c5d32d6c30f7a17390f470e8a861d852bf11dc5c4421e6f,141415,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
Peterson_2022_ApJS_260_28 (1).pdf,e7cb71315e7a136992217c386d5332b042f6c1d22c8a3bcbedaa180ddb89a2e1,733786,peterson2022,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
RMxAC..35_bbarbuy.pdf,73c6057d657e2a74d23551c5e65cb1687baa4a18a3eabe758e9c3ea52cb3f76c,105455,barbuy2009_rmxac,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
ReadMe CH.txt,1581a51b248b8d8e27544d7c7caba7c80b711c3b452996d7ee843e9fe922c9f0,8087,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
ReadMe CN trasnsitions.txt,0f941fbf944bfea27cc6f7c05273b07080f934a808afcd08a1446385225f80a4,8743,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
ReadMe PArtion functions for molecules and atoms.txt,e7a3b2c930971bed0945e50ba45e0d94dbb3030aca0391bc10968016c17c242a,23613,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
ReadMeGaia FGK.txt,c2f91c708e48ebad95c0266ec7f859ce9d732237daa0f1ccc75924a12e40a9bd,11440,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
ReadMeGaia-ESO.txt,6848d4d65f5492f626d8f53d851a00aa966a6d8780b4e44c1916d43a87975082,10200,heiter2021,SHARED_MODEL_HOLDING_OR_COMPONENT_CONTEXT,SUPPLEMENT_IDENTITY,,RESOLVED
Ruffoni_2013_ApJ_779_17.pdf,7dbf4a3931769564fe1b11f1743efb76cd9780ea9066491b98f7c465a4da3db2,395453,,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,NOT_ADOPTED
Screenshot 2026-07-08 at 6.43.25 PM.png,08fb88060853b78df7d733f41f9ee2d3bb244a43cc22ad9a2fbbc74f7e5a1b0c,31456,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
Screenshot 2026-08-26 at 8.13.32 PM.png,152e6cdb2854075935af45bdecb2e563629eae544bb2c28e3ea827328b702f1d,106188,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
Sousa et al 2011.pdf,bddda1e4f37d7444524e7085eadaa528bc2a2d8fda07052603e18644c635b9df,384460,adibekyan2011,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
Sousa et al 2012.pdf,5488419695d4bf7ba6bf56d2c2b848a5ab284a7ec8ca4a69e1b9ccae040f16fa,6070702,adibekyan2012,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
TICKET-DRAFT-kpno-telluric-line-selection.md,7c6cb57f02aa7b9d54266138d091e14a6357ab341d1339d77184dd1fe1ee7100,4100,codex_note_kpno_telluric_line_selection_draft,OTHER_SCOPE_NOT_USED_RYA1134,SUPPLEMENT_IDENTITY,,RESOLVED
Table A1 Open in new tab Wavefunction... _ Oxford Academic.html,5143bc43dfb670c340969c288d46b597e7d4d2254edd62feb76fd855b60e57fb,565676,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
Table A1. Open in new tab Wavefunction... _ Oxford Academic.html,73539dd95f5f3927638eab376ebe7a359d322135e82ac6fd129ebf06cee54d0c,2101618,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
Table A10. Open in new tab Comparison of... _ Oxford Academic.html,565d667ecbb117b9926072275853102b2333356054a273d9db7b2d9603f655df,2044449,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
Table A2. Open in new tab Electric... _ Oxford Academic.html,48026e6d0af151d984b66412da88fbc8fc25c47db11ba8e0207445f532d3e505,2059824,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
Table A3. Open in new tab Electric... _ Oxford Academic.html,b78582e6a98bcee4db305a498b5008d97e8ded7e64f8f86736e35a1b24df4138,2060858,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
Table A4. Open in new tab Electric... _ Oxford Academic.html,c0a55a3b36aa2c9e30b79dfb57b22f04fbc926bd9fdb28cc83b87198bd172e02,2055817,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
Table A5. Open in new tab Electric... _ Oxford Academic.html,8c7767596a326eec19c7e2dbd180770a235867fa5e0f7b4e4a777617579d01db,2057393,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
Table A6. Open in new tab Comparison of... _ Oxford Academic.html,68cbda7643afe2fae93aacf5391b9f938e282be2e11d43bec4a22df0851cbb47,2073923,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
Table A7. Open in new tab Comparison of... _ Oxford Academic.html,28ba5885362327d67548734139e70b9db5cc55307f8c2ebb32a71a77e56dabec,2100242,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
Table A8. Open in new tab Comparison of... _ Oxford Academic.html,0a0223d6384af6471d552aed063cf7d458b1b948a0abd0840926728f7447e625,2073749,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
Table A9. Open in new tab Comparison of... _ Oxford Academic.html,a008b373208e29daa96f7e0c63b41205764842044e7f2c4658d180721099a7c2,2070800,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
Teske_2013_ApJ_778_132.pdf,27cf5672c69d47e9c27acca4db526170b9a39db14c82085560ecc6bf8ad3ad37,409035,teske2013,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
TurboSpectrum.pdf,63c572850e3967a9c2785359e6278ab6d1f3f823b68917ece6f97468b06d729e,7629191,gerber2023,SHARED_MODEL_HOLDING_OR_COMPONENT_CONTEXT,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
WRITEnov2019.pdf,161c72df89dec734301aa0f58ff86ecf7dcaccd51dfec614e10b710fc6b97e53,240609,sneden_moog_manual,SHARED_MODEL_HOLDING_OR_COMPONENT_CONTEXT,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
Zhao_2023_AJ_166_173.pdf,8c04f73ce02ef1a6de17a363b0d03f9e026e8153d8fbfb2920d79de21c5aef48,8494387,zhao2023,AL_RELATED_CONTEXT_NOT_ADOPTED,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
aa1990.pdf,5606fc6138cd731fd2c9b61c83aa124ccb7a8791f23a86b2a20e616a00934a25,136323,,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,NOT_ADOPTED
aa22440-13.pdf,a9b44232952c6d4410d84c2de1edbfe42a839e16c28cc43c7bd05509a77d25ed,2075234,,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,NOT_ADOPTED
aa24109-14.pdf,8b4f5212847bd5a1c1ac8f7f742e95fba8b6360f2035c753c1a7b81c8f0471b0,1185460,scott2015_light,AL_SOURCE_OR_REPLICATION,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
aa26961-15.pdf,3f727fe1eb16d3f97bca210549375dfa495680bf866be110670f1f110cbcfa56,855749,,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,NOT_ADOPTED
aa27429-15.pdf,62bbd1916a240ceaa6f7dc0e766c934277a30b50f7f868c7a5006e9519be02d0,807419,spina2016,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
aa27530-15.pdf,d20c673b7837f1550d6923c5245b86fa4e26b51f3db00a862e3e934611dae769,1195042,reiners2016,SHARED_MODEL_HOLDING_OR_COMPONENT_CONTEXT,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
aa30427-17.pdf,e7fd0e50b266835ab3c0d64120896b015a8d6f00a2478862e4ad6f76f937ce26,1084249,nordlander_lind2017,AL_SOURCE_OR_REPLICATION,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
aa32233-17.pdf,98884b6e3c4e1fbd0307b8a7b500b75409524ae489cfd01909dfa6a2fac5f725,11037593,grimm2018,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
aa36265-19.pdf,84e86d7d780595154d5e9e55b7b5218f44e671fda84b1e748e7415d6b71e374c,3420454,,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,NOT_ADOPTED
